Date,q
2009-12-07,92.79604166666665
2009-12-08,87.19322916666665
2009-12-09,73.32072916666668
2009-12-10,85.40645833333333
2009-12-11,80.57104166666666
2009-12-12,27.957604166666666
2009-12-13,47.89927083333331
2009-12-14,78.74583333333332
2009-12-15,93.96552083333329
2009-12-16,90.6114583333333
2009-12-17,84.94885416666666
2009-12-18,77.72385416666667
2009-12-19,38.96916666666667
2009-12-20,43.3840625
2009-12-21,74.73104166666667
2009-12-22,78.80656250000001
2009-12-23,87.6225
2009-12-24,93.38364583333333
2009-12-25,36.89447916666667
2009-12-26,49.59062500000001
2009-12-27,43.95645833333334
2009-12-28,79.59104166666667
2009-12-29,53.353020833333325
2009-12-30,52.688854166666665
2009-12-31,87.14843750000001
2010-01-01,94.38812500000002
2010-01-02,64.50822916666668
2010-01-03,86.15458333333332
2010-01-04,99.25572916666668
2010-01-05,83.79468750000002
2010-01-06,89.54197916666664
2010-01-07,87.11291666666666
2010-01-08,83.42895833333334
2010-01-09,79.26333333333332
2010-01-10,86.8365625
2010-01-11,61.9483333333333
2010-01-12,51.61958333333334
2010-01-13,71.00916666666666
2010-01-14,61.40687500000001
2010-01-15,70.00302083333337
2010-01-16,58.10979166666666
2010-01-17,45.12677083333333
2010-01-18,69.47906250000001
2010-01-19,89.79822916666667
2010-01-20,64.43041666666666
2010-01-21,65.39510416666668
2010-01-22,63.106770833333336
2010-01-23,66.0563541666667
2010-01-24,74.21270833333331
2010-01-25,87.58500000000002
2010-01-26,66.74593750000004
2010-01-27,58.77229166666667
2010-01-28,76.17635416666666
2010-01-29,94.54739583333333
2010-01-30,80.55687500000002
2010-01-31,58.935937499999994
2010-02-01,90.1803125
2010-02-02,91.93447916666669
2010-02-03,89.23291666666667
2010-02-04,88.1171875
2010-02-05,62.55708333333333
2010-02-06,76.89979166666667
2010-02-07,73.4692708333333
2010-02-08,0.0
2010-02-09,60.11739583333334
2010-02-10,100.54364583333337
2010-02-11,92.41416666666667
2010-02-12,93.21531249999998
2010-02-13,90.00437500000004
2010-02-14,75.63260416666662
2010-02-15,81.12385416666665
2010-02-16,85.0491666666667
2010-02-17,86.04885416666662
2010-02-18,86.08760416666665
2010-02-19,84.34541666666662
2010-02-20,83.93083333333338
2010-02-21,74.83427083333333
2010-02-22,85.78510416666661
2010-02-23,78.44822916666668
2010-02-24,83.0721875
2010-02-25,82.10666666666668
2010-02-26,82.27843750000001
2010-02-27,37.92374999999999
2010-02-28,25.881874999999997
2010-03-01,58.72291666666666
2010-03-02,37.22031249999999
2010-03-03,19.418229166666666
2010-03-04,42.22114583333333
2010-03-05,73.91041666666668
2010-03-06,74.63947916666667
2010-03-07,86.26937499999998
2010-03-08,109.01000000000003
2010-03-09,100.92583333333334
2010-03-10,81.44770833333335
2010-03-11,64.88625
2010-03-12,75.54802083333333
2010-03-13,54.90468750000002
2010-03-14,39.11729166666667
2010-03-15,98.98281250000002
2010-03-16,97.72520833333338
2010-03-17,92.54124999999999
2010-03-18,84.12385416666667
2010-03-19,74.89229166666667
2010-03-20,73.15447916666669
2010-03-21,86.45812500000001
2010-03-22,82.59822916666667
2010-03-23,80.97406249999999
2010-03-24,57.34416666666667
2010-03-25,90.4035416666667
2010-03-26,56.02354166666667
2010-03-27,13.926458333333334
2010-03-28,46.74489583333334
2010-03-29,49.523229166666674
2010-03-30,59.051874999999995
2010-03-31,91.95291666666667
2010-04-01,73.53874999999998
2010-04-02,63.1103125
2010-04-03,67.00427083333334
2010-04-04,24.74322916666667
2010-04-05,82.97479166666669
2010-04-06,94.21906249999999
2010-04-07,79.78416666666668
2010-04-08,102.35093749999997
2010-04-09,94.18864583333335
2010-04-10,70.46041666666667
2010-04-11,68.74729166666667
2010-04-12,100.72572916666672
2010-04-13,70.83781249999998
2010-04-14,64.31739583333335
2010-04-15,89.60583333333334
2010-04-16,54.833437499999995
2010-04-17,95.81437500000003
2010-04-18,70.19541666666667
2010-04-19,84.27885416666665
2010-04-20,83.98479166666667
2010-04-21,88.44937499999996
2010-04-22,84.2869791666667
2010-04-23,85.6851041666667
2010-04-24,74.63041666666668
2010-04-25,70.31374999999998
2010-04-26,65.41083333333331
2010-04-27,83.37010416666666
2010-04-28,76.43614583333337
2010-04-29,85.95843750000002
2010-04-30,34.99333333333333
2010-05-01,50.721666666666664
2010-05-02,98.63395833333335
2010-05-03,86.45333333333333
2010-05-04,87.2070833333333
2010-05-05,78.1646875
2010-05-06,66.47739583333335
2010-05-07,75.45
2010-05-08,73.39312499999998
2010-05-09,79.57406250000004
2010-05-10,76.84000000000002
2010-05-11,63.82927083333336
2010-05-12,79.40062500000003
2010-05-13,67.75895833333333
2010-05-14,55.12770833333334
2010-05-15,58.08760416666667
2010-05-16,44.96927083333333
2010-05-17,89.59072916666668
2010-05-18,95.90708333333335
2010-05-19,71.67104166666665
2010-05-20,71.55687500000003
2010-05-21,87.88812499999999
2010-05-22,77.05406250000001
2010-05-23,48.38822916666667
2010-05-24,90.91947916666663
2010-05-25,68.36260416666666
2010-05-26,80.14354166666666
2010-05-27,73.32000000000001
2010-05-28,79.08770833333337
2010-05-29,44.98291666666666
2010-05-30,86.60114583333332
2010-05-31,62.378020833333345
2010-06-01,91.32749999999997
2010-06-02,91.13968749999997
2010-06-03,58.236875
2010-06-04,78.89197916666666
2010-06-05,56.68989583333332
2010-06-06,37.28729166666667
2010-06-07,78.12166666666668
2010-06-08,68.81645833333333
2010-06-09,52.854375000000005
2010-06-10,87.13510416666668
2010-06-11,75.33479166666666
2010-06-12,61.80479166666666
2010-06-13,17.012395833333336
2010-06-14,34.13885416666667
2010-06-15,22.60739583333333
2010-06-16,33.03093749999999
2010-06-17,52.43874999999999
2010-06-18,17.843541666666663
2010-06-19,24.96083333333333
2010-06-20,127.52666666666669
2010-06-21,55.00864583333334
2010-06-22,63.03572916666668
2010-06-23,69.52447916666667
2010-06-24,104.28947916666668
2010-06-25,94.61625000000005
2010-06-26,80.61843749999998
2010-06-27,94.98125000000005
2010-06-28,91.1369791666667
2010-06-29,81.12687499999997
2010-06-30,79.93239583333333
2010-07-01,72.688125
2010-07-02,72.2644791666667
2010-07-03,68.42166666666665
2010-07-04,59.233958333333355
2010-07-05,74.83416666666666
2010-07-06,82.849375
2010-07-07,47.25083333333333
2010-07-08,56.652708333333315
2010-07-09,74.36864583333333
2010-07-10,71.23031249999998
2010-07-11,78.24833333333333
2010-07-12,74.35166666666669
2010-07-13,62.08781249999999
2010-07-14,73.30416666666667
2010-07-15,77.7065625
2010-07-16,57.87552083333333
2010-07-17,43.12687500000001
2010-07-18,72.58041666666664
2010-07-19,85.47947916666664
2010-07-20,71.02041666666669
2010-07-21,50.355208333333316
2010-07-22,61.98572916666666
2010-07-23,69.58197916666667
2010-07-24,82.564375
2010-07-25,75.67239583333331
2010-07-26,75.07437499999997
2010-07-27,84.49260416666667
2010-07-28,76.21447916666665
2010-07-29,54.31583333333336
2010-07-30,91.94104166666665
2010-07-31,80.6572916666667
2010-08-01,59.04260416666664
2010-08-02,77.45802083333335
2010-08-03,82.4883333333333
2010-08-04,82.17718750000002
2010-08-05,85.34822916666671
2010-08-06,72.44916666666667
2010-08-07,54.6565625
2010-08-08,81.00479166666665
2010-08-09,73.51916666666668
2010-08-10,60.62708333333333
2010-08-11,84.97854166666669
2010-08-12,47.13291666666666
2010-08-13,84.33593749999999
2010-08-14,54.481770833333336
2010-08-15,33.32197916666666
2010-08-16,58.24927083333332
2010-08-17,55.47218750000002
2010-08-18,44.25697916666666
2010-08-19,58.549583333333324
2010-08-20,73.26281250000001
2010-08-21,71.57437499999999
2010-08-22,74.81802083333334
2010-08-23,86.70958333333334
2010-08-24,46.45343750000001
2010-08-25,63.31343750000003
2010-08-26,69.49864583333331
2010-08-27,40.37479166666667
2010-08-28,0.0
2010-08-29,35.56770833333334
2010-08-30,67.78697916666668
2010-08-31,65.12916666666668
2010-09-01,62.91416666666668
2010-09-02,50.61864583333332
2010-09-03,48.54906250000001
2010-09-04,60.97916666666666
2010-09-05,58.86354166666667
2010-09-06,73.51291666666664
2010-09-07,27.542083333333338
2010-09-08,29.184687500000006
2010-09-09,29.590416666666666
2010-09-10,19.06833333333334
2010-09-11,32.61510416666666
2010-09-12,25.587604166666665
2010-09-13,85.3
2010-09-14,83.333125
2010-09-15,59.77562500000001
2010-09-16,86.62354166666664
2010-09-17,62.744062500000005
2010-09-18,60.32906249999997
2010-09-19,35.74208333333333
2010-09-20,61.65541666666667
2010-09-21,64.7375
2010-09-22,72.42906249999997
2010-09-23,68.41041666666669
2010-09-24,69.89281249999998
2010-09-25,58.14770833333335
2010-09-26,66.91427083333333
2010-09-27,50.43968749999999
2010-09-28,72.14093750000004
2010-09-29,43.74281249999999
2010-09-30,37.9753125
2010-10-01,62.53739583333331
2010-10-02,46.205729166666664
2010-10-03,56.69552083333332
2010-10-04,31.5625
2010-10-05,71.6190625
2010-10-06,64.61229166666668
2010-10-07,68.44479166666665
2010-10-08,67.63083333333331
2010-10-09,56.72583333333335
2010-10-10,51.13239583333334
2010-10-11,78.18270833333331
2010-10-12,49.51635416666667
2010-10-13,72.75135416666664
2010-10-14,72.16177083333329
2010-10-15,72.53114583333335
2010-10-16,52.82385416666668
2010-10-17,67.6428125
2010-10-18,80.33531250000003
2010-10-19,75.17947916666665
2010-10-20,52.81583333333332
2010-10-21,68.21322916666666
2010-10-22,53.03468750000001
2010-10-23,55.401875
2010-10-24,70.10395833333335
2010-10-25,41.359479166666674
2010-10-26,39.028749999999995
2010-10-27,34.275729166666665
2010-10-28,67.28010416666667
2010-10-29,33.137499999999996
2010-10-30,23.450520833333332
2010-10-31,23.821874999999995
2010-11-01,45.90062499999999
2010-11-02,52.543958333333315
2010-11-03,54.87135416666667
2010-11-04,85.24635416666668
2010-11-05,54.87072916666668
2010-11-06,30.275520833333335
2010-11-07,59.40458333333334
2010-11-08,78.02270833333334
2010-11-09,93.70968749999999
2010-11-10,67.59458333333332
2010-11-11,42.318125
2010-11-12,49.407604166666665
2010-11-13,39.19208333333332
2010-11-14,7.730520833333333
2010-11-15,61.525208333333325
2010-11-16,47.05020833333335
2010-11-17,76.37979166666668
2010-11-18,61.55250000000001
2010-11-19,61.896874999999994
2010-11-20,25.41739583333333
2010-11-21,75.99479166666664
2010-11-22,37.968125
2010-11-23,12.868020833333333
2010-11-24,59.053854166666646
2010-11-25,47.97354166666668
2010-11-26,57.90166666666665
2010-11-27,20.52822916666667
2010-11-28,38.829791666666665
2010-11-29,65.01416666666668
2010-11-30,69.71989583333334
2010-12-01,122.20635416666663
2010-12-02,79.39885416666667
2010-12-03,64.21114583333333
2010-12-04,58.23760416666668
2010-12-05,22.746979166666666
2010-12-06,77.86552083333335
2010-12-07,77.31010416666666
2010-12-08,77.71114583333336
2010-12-09,61.48770833333333
2010-12-10,77.1013541666667
2010-12-11,62.4091666666667
2010-12-12,75.9152083333333
2010-12-13,68.8101041666667
2010-12-14,53.54802083333334
2010-12-15,67.93635416666667
2010-12-16,58.05677083333333
2010-12-17,63.784687500000025
2010-12-18,55.18812499999999
2010-12-19,58.34447916666667
2010-12-20,65.1184375
2010-12-21,83.54854166666665
2010-12-22,56.541562500000026
2010-12-23,37.466874999999995
2010-12-24,59.179062500000015
2010-12-25,25.5346875
2010-12-26,68.08416666666666
2010-12-27,59.73437499999999
2010-12-28,82.7485416666667
2010-12-29,75.01885416666666
2010-12-30,39.82427083333332
2010-12-31,36.00916666666667
2011-01-01,16.847083333333334
2011-01-02,37.97479166666668
2011-01-03,67.75562500000002
2011-01-04,60.54604166666669
2011-01-05,60.84697916666665
2011-01-06,47.247291666666655
2011-01-07,37.83906249999999
2011-01-08,34.71510416666667
2011-01-09,43.71427083333333
2011-01-10,23.230833333333337
2011-01-11,29.873749999999998
2011-01-12,81.15927083333334
2011-01-13,68.53385416666667
2011-01-14,76.47656249999999
2011-01-15,29.183958333333333
2011-01-16,0.0
2011-01-17,43.13375
2011-01-18,36.17864583333334
2011-01-19,53.74552083333334
2011-01-20,46.93197916666666
2011-01-21,76.66635416666668
2011-01-22,59.29374999999998
2011-01-23,57.27947916666667
2011-01-24,36.68364583333333
2011-01-25,30.069687499999997
2011-01-26,21.191875
2011-01-27,77.05229166666665
2011-01-28,64.5228125
2011-01-29,67.60364583333333
2011-01-30,60.09166666666666
2011-01-31,54.69270833333334
2011-02-01,8.2728125
2011-02-02,58.196145833333325
2011-02-03,44.800416666666656
2011-02-04,49.28354166666666
2011-02-05,44.40739583333334
2011-02-06,32.12479166666666
2011-02-07,90.95104166666665
2011-02-08,29.070416666666663
2011-02-09,0.0
2011-02-10,14.332187499999998
2011-02-11,49.83541666666665
2011-02-12,17.948125
2011-02-13,29.203125
2011-02-14,60.81739583333334
2011-02-15,79.40239583333334
2011-02-16,65.61
2011-02-17,38.5878125
2011-02-18,33.612187500000005
2011-02-19,31.403020833333343
2011-02-20,13.455729166666666
2011-02-21,46.9034375
2011-02-22,27.430104166666666
2011-02-23,38.471875000000004
2011-02-24,26.589687499999997
2011-02-25,30.087395833333332
2011-02-26,24.998437499999998
2011-02-27,43.104791666666664
2011-02-28,40.114791666666655
2011-03-01,6.7167708333333325
2011-03-02,60.89354166666667
2011-03-03,18.092604166666668
2011-03-04,4.3296874999999995
2011-03-05,18.15447916666667
2011-03-06,14.014062500000001
2011-03-07,83.91072916666668
2011-03-08,29.783229166666672
2011-03-09,69.8703125
2011-03-10,64.65083333333337
2011-03-11,49.824583333333315
2011-03-12,30.02104166666666
2011-03-13,28.248541666666664
2011-03-14,31.376249999999995
2011-03-15,15.158958333333336
2011-03-16,44.675000000000004
2011-03-17,49.228229166666665
2011-03-18,64.58166666666665
2011-03-19,53.25177083333333
2011-03-20,0.0
2011-03-21,42.799791666666664
2011-03-22,26.03458333333334
2011-03-23,45.71822916666667
2011-03-24,62.57124999999999
2011-03-25,62.711250000000014
2011-03-26,55.05614583333332
2011-03-27,107.87364583333336
2011-03-28,49.26750000000001
2011-03-29,57.81614583333334
2011-03-30,68.36770833333335
2011-03-31,24.528229166666662
2011-04-01,36.4875
2011-04-02,55.953958333333354
2011-04-03,21.58125
2011-04-04,37.12177083333334
2011-04-05,47.90583333333333
2011-04-06,35.402291666666656
2011-04-07,47.97197916666667
2011-04-08,14.110729166666667
2011-04-09,23.41
2011-04-10,22.806562500000002
2011-04-11,0.020520833333333346
2011-04-12,9.216875
2011-04-13,16.518958333333334
2011-04-14,7.114895833333332
2011-04-15,6.936979166666666
2011-04-16,22.706875
2011-04-17,60.331770833333366
2011-04-18,51.61395833333332
2011-04-19,42.17145833333334
2011-04-20,59.16364583333333
2011-04-21,23.3771875
2011-04-22,51.77260416666667
2011-04-23,26.764062499999998
2011-04-24,19.253958333333337
2011-04-25,31.055416666666662
2011-04-26,73.62427083333333
2011-04-27,65.05854166666667
2011-04-28,74.95812499999998
2011-04-29,42.12395833333333
2011-04-30,28.62302083333333
2011-05-01,15.072708333333333
2011-05-02,26.14916666666666
2011-05-03,31.215833333333336
2011-05-04,83.77343750000001
2011-05-05,79.3628125
2011-05-06,88.84927083333338
2011-05-07,43.53624999999999
2011-05-08,70.61072916666667
2011-05-09,72.18635416666667
2011-05-10,60.79229166666668
2011-05-11,84.64562499999998
2011-05-12,59.81572916666667
2011-05-13,63.05041666666665
2011-05-14,48.74072916666666
2011-05-15,61.445729166666666
2011-05-16,83.99583333333334
2011-05-17,78.38697916666669
2011-05-18,76.72416666666666
2011-05-19,79.64010416666667
2011-05-20,41.885104166666686
2011-05-21,24.558958333333333
2011-05-22,65.95187500000002
2011-05-23,70.84166666666664
2011-05-24,64.72947916666668
2011-05-25,57.69593750000001
2011-05-26,51.15958333333334
2011-05-27,37.083333333333336
2011-05-28,65.63333333333331
2011-05-29,69.07322916666668
2011-05-30,77.98302083333333
2011-05-31,68.77625000000002
2011-06-01,70.78552083333334
2011-06-02,52.94604166666665
2011-06-03,49.739479166666655
2011-06-04,23.911875
2011-06-05,74.32541666666664
2011-06-06,56.2144791666667
2011-06-07,23.371145833333333
2011-06-08,58.11031249999999
2011-06-09,58.865729166666654
2011-06-10,38.05614583333334
2011-06-11,24.950937500000006
2011-06-12,36.55510416666666
2011-06-13,88.87552083333334
2011-06-14,87.8571875
2011-06-15,87.16729166666669
2011-06-16,77.02489583333332
2011-06-17,73.4519791666667
2011-06-18,14.808541666666668
2011-06-19,44.17604166666666
2011-06-20,63.545937500000015
2011-06-21,78.39645833333333
2011-06-22,35.413333333333334
2011-06-23,53.11041666666669
2011-06-24,48.72166666666666
2011-06-25,74.82479166666667
2011-06-26,51.25666666666667
2011-06-27,64.5578125
2011-06-28,39.570520833333326
2011-06-29,38.88718749999999
2011-06-30,0.0
2011-07-01,0.0
2011-07-02,0.0
2011-07-03,0.0
2011-07-04,0.0
2011-07-05,0.0
2011-07-06,6.723645833333333
2011-07-07,0.0
2011-07-08,0.0
2011-07-09,0.0
2011-07-10,0.0
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,0.0
2011-07-15,0.0
2011-07-16,0.0
2011-07-17,0.0
2011-07-18,4.688020833333333
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,0.0
2011-07-23,0.0
2011-07-24,0.0
2011-07-25,3.276666666666667
2011-07-26,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,0.0
2011-07-30,0.0
2011-07-31,0.0
2011-08-01,2.33625
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.0
2011-08-06,0.0
2011-08-07,0.0
2011-08-08,5.532604166666666
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-13,0.0
2011-08-14,0.0
2011-08-15,0.0
2011-08-16,3.8640625000000006
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,13.450729166666667
2011-08-20,0.0
2011-08-21,0.0
2011-08-22,5.634375000000001
2011-08-23,0.0
2011-08-24,1.1896875
2011-08-25,0.0
2011-08-26,0.0
2011-08-27,0.0
2011-08-28,0.0
2011-08-29,0.0
2011-08-30,5.922499999999999
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,0.0
2011-09-03,0.0
2011-09-04,0.0
2011-09-05,0.0
2011-09-06,0.0
2011-09-07,2.7965625
2011-09-08,0.0
2011-09-09,0.0
2011-09-10,0.0
2011-09-11,0.0
2011-09-12,0.0
2011-09-13,22.87822916666666
2011-09-14,24.87583333333333
2011-09-15,7.366145833333331
2011-09-16,5.3712500000000025
2011-09-17,11.664166666666667
2011-09-18,13.373541666666666
2011-09-19,22.15572916666667
2011-09-20,17.273958333333336
2011-09-21,14.3971875
2011-09-22,29.398020833333334
2011-09-23,6.820416666666667
2011-09-24,0.0
2011-09-25,0.0
2011-09-26,0.0
2011-09-27,4.3940625
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-01,0.0
2011-10-02,0.0
2011-10-03,0.0
2011-10-04,2.879270833333333
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-08,0.0
2011-10-09,0.0
2011-10-10,15.242083333333333
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,0.0
2011-10-15,0.0
2011-10-16,0.0
2011-10-17,0.0
2011-10-18,27.167291666666657
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-22,0.0
2011-10-23,0.0
2011-10-24,0.0
2011-10-25,2.6522916666666667
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,0.0
2011-10-29,0.0
2011-10-30,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.1290625
2011-11-05,0.0
2011-11-06,0.0
2011-11-07,6.428229166666667
2011-11-08,0.0
2011-11-09,0.0428125
2011-11-10,0.0
2011-11-11,0.0
2011-11-12,0.0
2011-11-13,0.0
2011-11-14,0.0
2011-11-15,0.018541666666666668
2011-11-16,0.0
2011-11-17,4.996041666666666
2011-11-18,0.0
2011-11-19,0.0
2011-11-20,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,1.279375
2011-11-24,0.0
2011-11-25,0.0
2011-11-26,0.0
2011-11-27,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-03,0.0
2011-12-04,0.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,5.435416666666666
2011-12-08,6.838437500000001
2011-12-09,0.0
2011-12-10,0.0
2011-12-11,0.0
2011-12-12,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-17,0.0
2011-12-18,0.0
2011-12-19,0.0
2011-12-20,3.3989583333333333
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-24,0.0
2011-12-25,0.0
2011-12-26,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2011-12-31,0.0
2012-01-01,0.0
2012-01-02,0.0
2012-01-03,0.0
2012-01-04,2.178125
2012-01-05,0.0
2012-01-06,0.0
2012-01-07,0.0
2012-01-08,0.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-11,8.629999999999999
2012-01-12,0.0
2012-01-13,0.0
2012-01-14,0.0
2012-01-15,0.0
2012-01-16,2.117083333333333
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,0.0
2012-01-21,0.0
2012-01-22,0.0
2012-01-23,0.0
2012-01-24,0.0
2012-01-25,0.0
2012-01-26,0.0
2012-01-27,1.4419791666666668
2012-01-28,0.0
2012-01-29,0.0
2012-01-30,2.585104166666667
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-04,0.0
2012-02-05,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,0.0
2012-02-09,6.061979166666666
2012-02-10,0.0
2012-02-11,0.0
2012-02-12,0.0
2012-02-13,0.0
2012-02-14,0.0290625
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-18,0.0
2012-02-19,0.0
2012-02-20,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,0.0
