Date,n
2009-12-04,14.340416666666677
2009-12-05,14.98270833333334
2009-12-06,15.055937499999997
2009-12-07,14.342291666666677
2009-12-08,14.236770833333347
2009-12-09,14.530833333333343
2009-12-10,14.216354166666683
2009-12-11,14.194479166666667
2009-12-12,15.413125
2009-12-13,15.48229166666667
2009-12-14,14.778958333333344
2009-12-15,14.266041666666675
2009-12-16,14.181875000000007
2009-12-17,14.183541666666676
2009-12-18,14.229687500000018
2009-12-19,15.175520833333337
2009-12-20,15.39395833333334
2009-12-21,14.983437500000006
2009-12-22,14.669270833333337
2009-12-23,14.437708333333338
2009-12-24,14.138750000000009
2009-12-25,15.216249999999997
2009-12-26,15.398020833333335
2009-12-27,15.534895833333342
2009-12-28,15.005625000000004
2009-12-29,15.25979166666667
2009-12-30,15.454062500000001
2009-12-31,14.990520833333342
2010-01-01,14.455416666666691
2010-01-02,14.808645833333337
2010-01-03,14.744687500000017
2010-01-04,14.147916666666667
2010-01-05,14.38041666666667
2010-01-06,14.173020833333345
2010-01-07,14.154687500000014
2010-01-08,14.187395833333342
2010-01-09,14.252708333333326
2010-01-10,14.138645833333355
2010-01-11,14.544479166666678
2010-01-12,14.845624999999997
2010-01-13,14.73760416666668
2010-01-14,14.850208333333336
2010-01-15,14.792291666666673
2010-01-16,15.124895833333333
2010-01-17,15.48270833333333
2010-01-18,14.980416666666665
2010-01-19,14.48520833333333
2010-01-20,15.02656250000001
2010-01-21,15.014687500000013
2010-01-22,15.13885416666667
2010-01-23,15.098854166666667
2010-01-24,14.93322916666667
2010-01-25,14.49624999999999
2010-01-26,14.922291666666661
2010-01-27,15.181354166666678
2010-01-28,14.801770833333322
2010-01-29,14.337708333333348
2010-01-30,14.65229166666668
2010-01-31,15.126041666666673
2010-02-01,14.532604166666685
2010-02-02,14.244895833333343
2010-02-03,14.19093750000001
2010-02-04,14.147708333333348
2010-02-05,14.56000000000001
2010-02-06,14.680312500000008
2010-02-07,14.552395833333343
2010-02-08,16.273020833333344
2010-02-09,15.566562500000009
2010-02-10,14.474270833333344
2010-02-11,14.494583333333352
2010-02-12,14.288958333333346
2010-02-13,14.305416666666675
2010-02-14,14.547083333333342
2010-02-15,14.477083333333338
2010-02-16,14.33458333333334
2010-02-17,14.183958333333342
2010-02-18,14.146666666666682
2010-02-19,14.153333333333348
2010-02-20,14.124375000000013
2010-02-21,14.362708333333352
2010-02-22,14.131458333333343
2010-02-23,14.28343750000001
2010-02-24,14.14250000000002
2010-02-25,14.158645833333347
2010-02-26,14.106874999999997
2010-02-27,15.106770833333337
2010-02-28,15.685000000000008
2010-03-01,15.213437500000003
2010-03-02,15.725833333333336
2010-03-03,16.322916666666675
2010-03-04,15.993750000000004
2010-03-05,15.354270833333343
2010-03-06,15.24083333333334
2010-03-07,15.069062500000008
2010-03-08,14.21093750000003
2010-03-09,14.184687499999997
2010-03-10,14.566562499999998
2010-03-11,14.926458333333343
2010-03-12,14.588125000000003
2010-03-13,15.151875000000006
2010-03-14,15.6934375
2010-03-15,14.60979166666668
2010-03-16,14.251770833333344
2010-03-17,14.229583333333347
2010-03-18,14.340000000000012
2010-03-19,14.513541666666677
2010-03-20,14.503958333333344
2010-03-21,14.337083333333341
2010-03-22,14.406979166666668
2010-03-23,14.256458333333349
2010-03-24,14.700416666666678
2010-03-25,14.378229166666678
2010-03-26,14.707812500000005
2010-03-27,16.015937499999982
2010-03-28,15.68864583333334
2010-03-29,15.73135416666667
2010-03-30,15.557291666666666
2010-03-31,14.826666666666677
2010-04-01,15.063125000000007
2010-04-02,15.034375000000002
2010-04-03,15.21802083333334
2010-04-04,16.110416666666666
2010-04-05,15.191562500000012
2010-04-06,14.914270833333346
2010-04-07,14.933854166666672
2010-04-08,14.391250000000014
2010-04-09,14.295625000000008
2010-04-10,14.871041666666677
2010-04-11,15.086666666666675
2010-04-12,14.22791666666668
2010-04-13,14.643020833333344
2010-04-14,15.142500000000013
2010-04-15,14.454687500000013
2010-04-16,14.933229166666676
2010-04-17,14.46854166666669
2010-04-18,14.87677083333334
2010-04-19,14.493229166666678
2010-04-20,14.462395833333346
2010-04-21,14.229687500000013
2010-04-22,14.31416666666668
2010-04-23,14.204895833333346
2010-04-24,14.437604166666674
2010-04-25,14.565208333333338
2010-04-26,14.821979166666672
2010-04-27,14.401354166666678
2010-04-28,14.414479166666675
2010-04-29,14.231041666666679
2010-04-30,15.21083333333334
2010-05-01,15.392916666666677
2010-05-02,14.31604166666667
2010-05-03,14.296250000000013
2010-05-04,14.176354166666682
2010-05-05,14.353750000000012
2010-05-06,14.583125000000008
2010-05-07,14.559062500000005
2010-05-08,14.55666666666668
2010-05-09,14.481354166666677
2010-05-10,14.458020833333345
2010-05-11,14.712291666666678
2010-05-12,14.315625000000011
2010-05-13,14.636458333333344
2010-05-14,14.963750000000005
2010-05-15,14.923125
2010-05-16,15.512708333333343
2010-05-17,14.52645833333335
2010-05-18,14.132395833333348
2010-05-19,14.552395833333343
2010-05-20,14.535520833333338
2010-05-21,14.253437500000006
2010-05-22,14.356458333333348
2010-05-23,14.920416666666673
2010-05-24,14.229895833333346
2010-05-25,14.42562500000001
2010-05-26,14.44072916666668
2010-05-27,14.416666666666673
2010-05-28,14.171875
2010-05-29,15.04135416666668
2010-05-30,14.395312500000012
2010-05-31,14.745833333333342
2010-06-01,14.156249999999986
2010-06-02,13.871875000000001
2010-06-03,14.623229166666675
2010-06-04,14.229270833333347
2010-06-05,14.515208333333332
2010-06-06,15.441354166666668
2010-06-07,14.546458333333343
2010-06-08,14.63458333333334
2010-06-09,15.168229166666675
2010-06-10,14.233750000000002
2010-06-11,14.391562500000008
2010-06-12,14.503854166666663
2010-06-13,15.933333333333325
2010-06-14,15.64208333333333
2010-06-15,16.096250000000005
2010-06-16,16.03697916666668
2010-06-17,15.701666666666675
2010-06-18,16.430729166666662
2010-06-19,16.504791666666666
2010-06-20,14.47197916666668
2010-06-21,15.471770833333336
2010-06-22,15.533229166666677
2010-06-23,15.335104166666676
2010-06-24,14.459166666666675
2010-06-25,14.457083333333335
2010-06-26,14.517916666666679
2010-06-27,14.328958333333347
2010-06-28,14.188333333333345
2010-06-29,14.239166666666677
2010-06-30,14.349375000000014
2010-07-01,14.466354166666674
2010-07-02,14.468958333333328
2010-07-03,14.711562499999998
2010-07-04,14.800312500000004
2010-07-05,14.485000000000008
2010-07-06,14.26343750000001
2010-07-07,14.829375000000008
2010-07-08,15.14406250000001
2010-07-09,14.455416666666679
2010-07-10,14.562708333333346
2010-07-11,14.480416666666677
2010-07-12,14.376562500000013
2010-07-13,14.598333333333338
2010-07-14,14.41968750000001
2010-07-15,14.377708333333343
2010-07-16,14.629895833333334
2010-07-17,15.212499999999997
2010-07-18,14.637812500000004
2010-07-19,14.180312500000014
2010-07-20,14.368750000000011
2010-07-21,14.756041666666667
2010-07-22,14.788958333333342
2010-07-23,14.62781250000001
2010-07-24,14.240937500000006
2010-07-25,14.240104166666683
2010-07-26,14.172812500000008
2010-07-27,13.959791666666659
2010-07-28,14.025000000000013
2010-07-29,14.552395833333337
2010-07-30,13.85833333333332
2010-07-31,13.812083333333328
2010-08-01,14.405312500000008
2010-08-02,14.020937499999997
2010-08-03,13.807604166666657
2010-08-04,13.719166666666675
2010-08-05,13.636145833333345
2010-08-06,13.860416666666678
2010-08-07,14.38072916666667
2010-08-08,13.854895833333337
2010-08-09,13.852708333333323
2010-08-10,14.24385416666666
2010-08-11,13.710104166666682
2010-08-12,14.3746875
2010-08-13,13.807291666666666
2010-08-14,14.20375
2010-08-15,14.918124999999998
2010-08-16,14.673645833333326
2010-08-17,14.631354166666682
2010-08-18,15.021458333333326
2010-08-19,14.81020833333333
2010-08-20,14.356562499999997
2010-08-21,14.375520833333333
2010-08-22,14.032500000000004
2010-08-23,13.769270833333353
2010-08-24,14.53999999999999
2010-08-25,14.437604166666665
2010-08-26,14.254479166666675
2010-08-27,14.716562499999997
2010-08-28,16.03406250000002
2010-08-29,15.57364583333333
2010-08-30,14.73385416666669
2010-08-31,14.785833333333324
2010-09-01,14.54177083333334
2010-09-02,15.03531250000001
2010-09-03,15.143854166666666
2010-09-04,14.869687500000003
2010-09-05,14.88427083333333
2010-09-06,14.495625000000004
2010-09-07,15.419375
2010-09-08,15.6390625
2010-09-09,15.755104166666653
2010-09-10,16.07500000000001
2010-09-11,15.884166666666673
2010-09-12,16.07833333333333
2010-09-13,14.849479166666653
2010-09-14,14.51218750000002
2010-09-15,15.003541666666687
2010-09-16,14.281249999999993
2010-09-17,14.762812500000003
2010-09-18,14.752916666666666
2010-09-19,15.289791666666671
2010-09-20,14.981770833333327
2010-09-21,14.791874999999997
2010-09-22,14.461875
2010-09-23,14.483541666666667
2010-09-24,14.41677083333336
2010-09-25,14.742395833333335
2010-09-26,14.508020833333326
2010-09-27,14.853124999999984
2010-09-28,14.333854166666683
2010-09-29,14.891562500000001
2010-09-30,15.238749999999996
2010-10-01,14.79864583333334
2010-10-02,15.169166666666671
2010-10-03,14.917187500000004
2010-10-04,15.608750000000002
2010-10-05,14.708958333333337
2010-10-06,14.744999999999981
2010-10-07,14.57489583333333
2010-10-08,14.509687500000007
2010-10-09,14.807187499999998
2010-10-10,14.957500000000003
2010-10-11,14.282291666666667
2010-10-12,14.982395833333337
2010-10-13,14.440208333333347
2010-10-14,14.250624999999994
2010-10-15,14.355208333333337
2010-10-16,14.529062500000007
2010-10-17,14.490520833333347
2010-10-18,13.989999999999995
2010-10-19,13.971041666666656
2010-10-20,14.500000000000007
2010-10-21,14.376874999999986
2010-10-22,14.445208333333333
2010-10-23,14.68708333333334
2010-10-24,14.265104166666662
2010-10-25,14.771875000000016
2010-10-26,15.042291666666673
2010-10-27,15.41791666666668
2010-10-28,14.720000000000006
2010-10-29,15.403645833333334
2010-10-30,15.811249999999992
2010-10-31,15.96708333333333
2010-11-01,15.468124999999995
2010-11-02,15.371562500000001
2010-11-03,15.288958333333335
2010-11-04,14.558645833333346
2010-11-05,14.937916666666673
2010-11-06,15.723854166666657
2010-11-07,15.262291666666675
2010-11-08,14.908020833333344
2010-11-09,14.16364583333334
2010-11-10,14.543854166666678
2010-11-11,15.21802083333334
2010-11-12,15.347500000000004
2010-11-13,15.575520833333327
2010-11-14,16.267291666666658
2010-11-15,15.396770833333337
2010-11-16,15.75760416666666
2010-11-17,15.102708333333341
2010-11-18,15.003645833333332
2010-11-19,15.205104166666672
2010-11-20,16.079062499999996
2010-11-21,15.214479166666676
2010-11-22,15.849687499999996
2010-11-23,16.544687499999984
2010-11-24,15.913125000000015
2010-11-25,15.85510416666667
2010-11-26,15.724999999999987
2010-11-27,16.4415625
2010-11-28,16.39666666666666
2010-11-29,15.698750000000006
2010-11-30,15.741562500000008
2010-12-01,14.355104166666676
2010-12-02,14.906354166666675
2010-12-03,15.312395833333325
2010-12-04,15.503749999999997
2010-12-05,16.32885416666667
2010-12-06,15.43499999999999
2010-12-07,15.252291666666663
2010-12-08,15.142916666666673
2010-12-09,15.401562499999999
2010-12-10,15.038958333333335
2010-12-11,15.396354166666654
2010-12-12,15.139687499999992
2010-12-13,15.143020833333333
2010-12-14,15.45177083333333
2010-12-15,15.281770833333328
2010-12-16,15.519062499999995
2010-12-17,15.390312500000006
2010-12-18,15.633125000000007
2010-12-19,15.648854166666666
2010-12-20,15.484479166666661
2010-12-21,14.914270833333328
2010-12-22,15.442604166666662
2010-12-23,16.074687500000007
2010-12-24,15.667812499999995
2010-12-25,16.430416666666673
2010-12-26,15.73250000000001
2010-12-27,15.873437500000014
2010-12-28,15.232291666666661
2010-12-29,15.189062499999997
2010-12-30,16.065104166666654
2010-12-31,16.334062499999998
2011-01-01,16.895729166666673
2011-01-02,16.598958333333346
2011-01-03,16.035520833333326
2011-01-04,15.850208333333335
2011-01-05,15.891354166666668
2011-01-06,16.32333333333334
2011-01-07,16.597187500000004
2011-01-08,16.76947916666666
2011-01-09,16.623124999999995
2011-01-10,17.092708333333324
2011-01-11,17.174270833333328
2011-01-12,16.009166666666662
2011-01-13,16.05947916666668
2011-01-14,15.724375000000002
2011-01-15,16.827187499999997
2011-01-16,17.673541666666654
2011-01-17,17.060520833333328
2011-01-18,17.20260416666666
2011-01-19,16.861666666666647
2011-01-20,16.81343750000001
2011-01-21,16.206666666666656
2011-01-22,16.456458333333337
2011-01-23,16.343645833333333
2011-01-24,16.790937499999995
2011-01-25,17.174374999999994
2011-01-26,17.595833333333324
2011-01-27,16.49906250000001
2011-01-28,16.262187499999996
2011-01-29,16.33489583333333
2011-01-30,16.283958333333345
2011-01-31,16.4746875
2011-02-01,17.464895833333337
2011-02-02,16.79593749999999
2011-02-03,16.725312500000012
2011-02-04,16.906249999999996
2011-02-05,16.883854166666666
2011-02-06,17.47572916666667
2011-02-07,15.889687500000008
2011-02-08,16.957499999999996
2011-02-09,17.996041666666674
2011-02-10,18.061249999999998
2011-02-11,17.3203125
2011-02-12,17.97854166666666
2011-02-13,17.892812499999994
2011-02-14,17.150729166666665
2011-02-15,16.62406249999999
2011-02-16,16.474375
2011-02-17,17.096249999999994
2011-02-18,17.327708333333334
2011-02-19,17.5096875
2011-02-20,18.076249999999998
2011-02-21,17.4625
2011-02-22,17.863020833333326
2011-02-23,17.656458333333322
2011-02-24,17.929791666666674
2011-02-25,17.9621875
2011-02-26,18.160104166666674
2011-02-27,17.848749999999992
2011-02-28,17.812499999999996
2011-03-01,18.560104166666658
2011-03-02,17.712916666666654
2011-03-03,18.08802083333335
2011-03-04,18.88218749999999
2011-03-05,18.68177083333333
2011-03-06,18.95427083333334
2011-03-07,17.139166666666654
2011-03-08,18.116145833333334
2011-03-09,17.203645833333344
2011-03-10,17.195729166666663
2011-03-11,17.29697916666667
2011-03-12,17.926041666666666
2011-03-13,18.03833333333333
2011-03-14,18.00739583333333
2011-03-15,18.499479166666664
2011-03-16,18.002916666666675
2011-03-17,17.620624999999997
2011-03-18,17.12677083333333
2011-03-19,17.302500000000002
2011-03-20,18.542604166666695
2011-03-21,17.920208333333335
2011-03-22,18.259479166666665
2011-03-23,17.95510416666666
2011-03-24,17.34125
2011-03-25,17.046562500000004
2011-03-26,17.216041666666666
2011-03-27,15.929270833333332
2011-03-28,16.776562499999994
2011-03-29,16.884999999999998
2011-03-30,16.413749999999993
2011-03-31,17.361666666666668
2011-04-01,17.513333333333332
2011-04-02,17.13354166666666
2011-04-03,17.916041666666676
2011-04-04,17.619479166666654
2011-04-05,17.308541666666667
2011-04-06,17.823541666666657
2011-04-07,17.381458333333338
2011-04-08,18.197395833333328
2011-04-09,18.187187499999986
2011-04-10,18.252604166666668
2011-04-11,18.908854166666675
2011-04-12,18.961666666666677
2011-04-13,18.832395833333347
2011-04-14,19.17437499999998
2011-04-15,19.28364583333334
2011-04-16,18.924166666666654
2011-04-17,18.004999999999992
2011-04-18,17.899374999999996
2011-04-19,17.989374999999992
2011-04-20,17.468333333333334
2011-04-21,18.28812499999999
2011-04-22,17.723958333333332
2011-04-23,18.169375
2011-04-24,18.462708333333335
2011-04-25,18.43947916666666
2011-04-26,17.372500000000002
2011-04-27,17.122604166666672
2011-04-28,16.737916666666667
2011-04-29,17.31354166666667
2011-04-30,17.8353125
2011-05-01,18.282291666666662
2011-05-02,18.224895833333328
2011-05-03,18.067916666666658
2011-05-04,16.953020833333337
2011-05-05,16.558020833333337
2011-05-06,16.084479166666664
2011-05-07,16.804374999999997
2011-05-08,16.550000000000022
2011-05-09,16.213437499999994
2011-05-10,16.428541666666664
2011-05-11,15.839999999999998
2011-05-12,16.230625
2011-05-13,16.192083333333333
2011-05-14,16.407187500000003
2011-05-15,16.376145833333325
2011-05-16,15.646770833333308
2011-05-17,15.61781249999998
2011-05-18,15.566041666666663
2011-05-19,15.435833333333356
2011-05-20,16.134479166666654
2011-05-21,16.803333333333327
2011-05-22,16.140104166666656
2011-05-23,15.79124999999999
2011-05-24,15.803020833333333
2011-05-25,16.001458333333325
2011-05-26,16.116145833333317
2011-05-27,16.385729166666668
2011-05-28,16.070520833333322
2011-05-29,15.772708333333343
2011-05-30,15.406145833333321
2011-05-31,15.501875000000005
2011-06-01,15.408124999999997
2011-06-02,15.642187499999993
2011-06-03,15.99145833333334
2011-06-04,16.584062499999987
2011-06-05,15.6859375
2011-06-06,15.846562499999996
2011-06-07,16.667500000000004
2011-06-08,16.016666666666683
2011-06-09,15.98104166666667
2011-06-10,16.350729166666657
2011-06-11,16.793854166666662
2011-06-12,16.704270833333336
2011-06-13,15.504895833333324
2011-06-14,15.220937500000032
2011-06-15,15.034791666666662
2011-06-16,15.119062499999997
2011-06-17,15.197187500000007
2011-06-18,16.4353125
2011-06-19,16.13854166666666
2011-06-20,15.775104166666665
2011-06-21,15.19718749999999
2011-06-22,16.07302083333333
2011-06-23,15.818437500000002
2011-06-24,15.985416666666659
2011-06-25,15.401041666666684
2011-06-26,15.71906249999999
2011-06-27,15.439687499999996
2011-06-28,15.88791666666667
2011-06-29,16.0909375
2011-06-30,17.123541666666682
2011-07-01,17.37250000000002
2011-07-02,17.6110416666667
2011-07-03,17.796874999999982
2011-07-04,17.98291666666666
2011-07-05,18.160520833333344
2011-07-06,18.138541666666654
2011-07-07,18.39322916666669
2011-07-08,18.531666666666634
2011-07-09,18.62875000000003
2011-07-10,18.767291666666647
2011-07-11,18.867500000000042
2011-07-12,18.932083333333352
2011-07-13,19.00729166666666
2011-07-14,19.07822916666662
2011-07-15,19.165104166666683
2011-07-16,19.26197916666664
2011-07-17,19.34791666666663
2011-07-18,19.301458333333336
2011-07-19,19.422187500000025
2011-07-20,19.473750000000006
2011-07-21,19.506145833333328
2011-07-22,19.568958333333303
2011-07-23,19.632708333333373
2011-07-24,19.692187500000014
2011-07-25,19.666562500000012
2011-07-26,19.74302083333334
2011-07-27,19.756249999999994
2011-07-28,19.773333333333316
2011-07-29,19.788749999999975
2011-07-30,19.8014583333333
2011-07-31,19.83135416666662
2011-08-01,19.809270833333294
2011-08-02,19.83572916666664
2011-08-03,19.810312499999963
2011-08-04,19.877291666666704
2011-08-05,19.943125000000027
2011-08-06,19.99427083333334
2011-08-07,19.96114583333335
2011-08-08,19.752708333333317
2011-08-09,19.825312499999963
2011-08-10,19.94239583333334
2011-08-11,19.996458333333333
2011-08-12,20.006249999999994
2011-08-13,20.017916666666654
2011-08-14,20.016874999999988
2011-08-15,19.998333333333335
2011-08-16,19.92041666666667
2011-08-17,20.015416666666653
2011-08-18,20.01374999999999
2011-08-19,19.605937499999996
2011-08-20,19.8832291666667
2011-08-21,19.97968750000001
2011-08-22,19.84052083333336
2011-08-23,19.965833333333347
2011-08-24,19.965416666666673
2011-08-25,20.051354166666624
2011-08-26,20.044166666666644
2011-08-27,20.000104166666667
2011-08-28,20.040416666666633
2011-08-29,20.062604166666627
2011-08-30,19.93322916666666
2011-08-31,20.061666666666625
2011-09-01,20.066666666666638
2011-09-02,20.060416666666626
2011-09-03,20.071145833333315
2011-09-04,20.029895833333313
2011-09-05,20.02833333333332
2011-09-06,20.044270833333297
2011-09-07,20.00583333333331
2011-09-08,20.085416666666635
2011-09-09,20.124791666666717
2011-09-10,20.109479166666627
2011-09-11,20.082395833333305
2011-09-12,20.078645833333308
2011-09-13,20.08156249999997
2011-09-14,19.946145833333322
2011-09-15,20.076354166666643
2011-09-16,20.075729166666644
2011-09-17,20.078437499999975
2011-09-18,20.088020833333303
2011-09-19,20.071666666666648
2011-09-20,20.08281249999997
2011-09-21,20.091979166666633
2011-09-22,19.667812499999986
2011-09-23,20.0245833333333
2011-09-24,20.073541666666646
2011-09-25,20.083333333333304
2011-09-26,20.084583333333303
2011-09-27,19.985729166666648
2011-09-28,20.08104166666664
2011-09-29,20.087812499999966
2011-09-30,20.091249999999963
2011-10-01,20.089062499999965
2011-10-02,20.085416666666635
2011-10-03,20.0861458333333
2011-10-04,20.01885416666664
2011-10-05,20.089895833333298
2011-10-06,20.109895833333294
2011-10-07,20.098854166666634
2011-10-08,20.102395833333293
2011-10-09,20.116874999999954
2011-10-10,19.791458333333342
2011-10-11,20.053229166666622
2011-10-12,20.10406249999997
2011-10-13,20.128854166666716
2011-10-14,20.165729166666694
2011-10-15,20.163958333333365
2011-10-16,20.145104166666705
2011-10-17,20.16635416666669
2011-10-18,19.59520833333333
2011-10-19,19.952812500000025
2011-10-20,20.01114583333332
2011-10-21,20.10979166666671
2011-10-22,20.170416666666693
2011-10-23,20.218541666666678
2011-10-24,20.261354166666667
2011-10-25,20.10541666666666
2011-10-26,20.142083333333343
2011-10-27,20.20427083333337
2011-10-28,20.13041666666668
2011-10-29,20.15593750000003
2011-10-30,20.196458333333343
2011-10-31,20.26395833333332
2011-11-01,20.24468750000001
2011-11-02,20.31770833333329
2011-11-03,20.32739583333331
2011-11-04,20.275104166666647
2011-11-05,20.220729166666693
2011-11-06,20.18104166666669
2011-11-07,20.05114583333334
2011-11-08,20.223645833333343
2011-11-09,20.27010416666665
2011-11-10,20.28645833333331
2011-11-11,20.290104166666644
2011-11-12,20.249375
2011-11-13,20.277083333333312
2011-11-14,20.317291666666623
2011-11-15,20.312499999999964
2011-11-16,20.27989583333332
2011-11-17,20.126875000000013
2011-11-18,20.273229166666642
2011-11-19,20.311354166666636
2011-11-20,20.306770833333296
2011-11-21,20.314270833333296
2011-11-22,20.290520833333314
2011-11-23,20.203541666666677
2011-11-24,20.25656249999999
2011-11-25,20.27031249999999
2011-11-26,20.28781249999997
2011-11-27,20.314895833333292
2011-11-28,20.33374999999997
2011-11-29,20.33239583333331
2011-11-30,20.311979166666628
2011-12-01,20.351770833333294
2011-12-02,20.328229166666656
2011-12-03,20.324062499999968
2011-12-04,20.361145833333328
2011-12-05,20.353541666666633
2011-12-06,20.347916666666634
2011-12-07,20.211145833333333
2011-12-08,20.17489583333333
2011-12-09,20.366250000000047
2011-12-10,20.401250000000037
2011-12-11,20.419375000000024
2011-12-12,20.400833333333377
2011-12-13,20.455312500000026
2011-12-14,20.43395833333336
2011-12-15,20.433958333333347
2011-12-16,20.5128125
2011-12-17,20.488854166666673
2011-12-18,20.522395833333317
2011-12-19,20.555833333333293
2011-12-20,20.512291666666645
2011-12-21,20.59677083333329
2011-12-22,20.616458333333366
2011-12-23,20.65979166666669
2011-12-24,20.5923958333333
