,value,n_gal,h_cdt,h_riv,indicator,prior_var,post_var,prior_sd,post_sd,value_90,q_pred
iota_fdc_lc_09,8.2772097127,14.22986734693879,lc,16.51120498614958,iota_fdc,164.75869681264325,139.27678212535713,12.835836428244294,11.801558461718399,13.954822833581582,81.83576581199999
iota_fdc_lc_10,8.2781349642,14.263805059523792,lc,16.51120498614958,iota_fdc,62.91975428659202,39.603227422102215,7.93219731767888,6.293109519315727,13.955748085081582,81.07174234800001
iota_fdc_lc_11,8.1847288579,14.312890306122437,lc,16.51120498614958,iota_fdc,68.74415052352927,49.198897633003014,8.291209231682027,7.014192585964761,13.862341978781583,79.966709604
iota_fdc_lc_12,8.176852886699999,14.353812606292525,lc,16.51120498614958,iota_fdc,62.440080959464325,22.771915996161642,7.90190362883934,4.7719928746972835,13.854466007581582,79.04544544800001
iota_fdc_lc_13,8.2759063726,14.405056335034029,lc,16.51120498614958,iota_fdc,54.12991980198264,26.28427086042763,7.357303840537146,5.1268187856045415,13.953519493481583,77.891819832
iota_fdc_lc_14,8.331907065900001,14.440256696428586,lc,16.51120498614958,iota_fdc,49.52087971177818,33.53320908163667,7.037107339793686,5.790786568475536,14.009520186781584,77.099370984
iota_fdc_lc_15,8.2510489168,14.482095238095244,lc,16.51120498614958,iota_fdc,110.44234378284709,53.48740239170169,10.509155236404451,7.313508213689357,13.928662037681583,76.157479944
iota_fdc_lc_16,8.3224546381,14.516267644557818,lc,16.51120498614958,iota_fdc,60.583820291146644,32.29351143894912,7.78356090045852,5.682738023079114,14.000067758981583,75.388173012
iota_fdc_lc_17,8.336769690399999,14.558732355442185,lc,16.51120498614958,iota_fdc,34.83072080449678,9.419618918661453,5.901755739142105,3.069139768511928,14.014382811281582,74.432185092
iota_fdc_lc_18,8.2803622344,14.578557610544213,lc,16.51120498614958,iota_fdc,53.295334264876445,26.452831523788277,7.300365351465394,5.143231622607354,13.957975355281583,73.98586872
iota_fdc_lc_19,8.364296791000001,14.58093749999999,lc,16.51120498614958,iota_fdc,58.55192205779529,32.17712259110936,7.651922768676856,5.672488218684051,14.041909911881584,73.932291396
iota_fdc_lc_20,8.2681753252,14.622554740646267,lc,16.51120498614958,iota_fdc,72.52260547230748,35.11718913041102,8.516020518546645,5.925975795631553,13.945788446081583,72.99538236
iota_fdc_lc_21,8.2984311156,14.673297619047611,lc,16.51120498614958,iota_fdc,68.00994526823048,23.57177663287884,8.246814249650011,4.855077407506377,13.976044236481583,71.853032196
iota_fdc_lc_22,8.279214913099999,14.72021322278914,lc,16.51120498614958,iota_fdc,79.45460916429053,35.29961843840111,8.91373149496273,5.9413482004004035,13.956828033981582,70.796843712
iota_fdc_lc_23,8.2529547221,14.773469387755096,lc,16.51120498614958,iota_fdc,122.00940372360071,53.528092728555194,11.045786695550513,7.316289546522554,13.930567842981583,69.59791303200001
iota_fdc_lc_24,8.2928012913,14.822669217687078,lc,16.51120498614958,iota_fdc,98.97458011038479,37.23094067923055,9.948596891541278,6.101716207693582,13.970414412181583,68.49030078
iota_fdc_lc_25,8.2425268444,14.878520620748267,lc,16.51120498614958,iota_fdc,99.43707204316493,38.85711297465122,9.971813879288208,6.233547382883299,13.920139965281583,67.232944908
iota_fdc_lc_26,8.3509390363,14.939203231292547,lc,16.51120498614958,iota_fdc,90.78436480133168,31.795618721327585,9.528082955208339,5.638760388713781,14.028552157181583,65.86682634
iota_fdc_lc_27,8.3845189284,15.014838435374159,lc,16.51120498614958,iota_fdc,93.46359016458477,46.48101942747747,9.667656911816056,6.817698983343095,14.062132049281583,64.164087036
iota_fdc_lc_28,8.3950462837,15.081328124999997,lc,16.51120498614958,iota_fdc,100.03564661827492,42.2039721120469,10.001782172106875,6.496458428409043,14.072659404581582,62.667236663999994
iota_fdc_lc_29,7.9776349338,15.151579294217685,lc,16.51120498614958,iota_fdc,91.93553830726526,38.54321274233541,9.588302159781223,6.208318028446627,13.655248054681582,61.085705651999994
iota_fdc_lc_30,7.8540708210000005,15.240416666666668,lc,16.51120498614958,iota_fdc,123.96752454577435,45.928251926276936,11.134070439231753,6.77703858084613,13.531683941881584,59.08575222
iota_fdc_lc_31,7.4097248009,15.34787032312925,lc,16.51120498614958,iota_fdc,122.83060575386544,70.49522942546317,11.082896992838355,8.396143723487775,13.087337921781582,56.666699568000006
iota_fdc_lc_32,7.0074424814,15.442928784013606,lc,16.51120498614958,iota_fdc,189.98067863465778,55.46723177243993,13.783347874687694,7.447632628724374,12.685055602281583,54.52669393199999
iota_fdc_lc_33,6.5860779972,15.526109693877554,lc,16.51120498614958,iota_fdc,180.3395106975166,79.72285087790307,13.429054720921968,8.928765361342132,12.263691118081583,52.654081896
iota_fdc_lc_34,5.7021218091999994,15.644596194727894,lc,16.51120498614958,iota_fdc,217.85488988673396,64.59323969974582,14.759908193709538,8.036991955933875,11.379734930081582,49.98665196
iota_fdc_lc_35,4.6389664775,15.737607142857161,lc,16.51120498614958,iota_fdc,376.96178217683996,117.02563538117002,19.41550365498768,10.817838757402978,10.316579598381583,47.89274094
iota_fdc_lc_36,3.5447559044999997,15.86157334183672,lc,16.51120498614958,iota_fdc,268.17560847288246,114.5979038900523,16.376068162806433,10.705041050367452,9.222369025381582,45.10194915599999
iota_fdc_lc_37,2.6766031068,16.001614370748314,lc,16.51120498614958,iota_fdc,237.62124402925383,100.04342277050915,15.414968181259857,10.00217090288449,8.354216227681583,41.949272412
iota_fdc_lc_38,1.4167566741,16.111142113095216,lc,16.51120498614958,iota_fdc,295.48146792779164,113.8203701187328,17.18957439635408,10.668662995836582,7.094369794981583,39.483526788
iota_fdc_lc_39,0.0,16.27390433673468,lc,16.51120498614958,iota_fdc,113.59249489766133,70.34184542567164,10.657977992924424,8.387004556197143,5.677613120881583,35.8193385576
iota_fdc_lc_40,0.0,16.398542623299317,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,33.0134165676
iota_fdc_lc_41,0.0,16.548151785714264,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,29.6453368764
iota_fdc_lc_42,0.0,16.6831726190476,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,26.605677506399996
iota_fdc_lc_43,0.0,16.836485969387752,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,23.1542073828
iota_fdc_lc_44,0.0,16.984822172619058,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,19.814785455600003
iota_fdc_lc_45,0.0,17.10598405612242,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,17.0881669944
iota_fdc_lc_46,0.0,17.173484587585026,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,15.568556248800002
iota_fdc_lc_47,0.0,17.328965986394557,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,12.0682695672
iota_fdc_lc_48,0.0,17.507526573129258,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,8.048411100000001
iota_fdc_lc_49,0.0,17.68251041666667,lc,16.51120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.677613120881583,4.2313483368
iota_fdc_mc_00,7.7825759562,13.533901041666658,mc,16.72120498614958,iota_fdc,38.32362797756269,21.286432925024553,6.190608045867763,4.613722241859013,13.110793046312363,102.23188667999999
iota_fdc_mc_01,7.8399793474,13.657157312925175,mc,16.72120498614958,iota_fdc,86.66850401970338,38.28276422073032,9.309592043677497,6.187306701686148,13.168196437512364,99.45707742
iota_fdc_mc_02,7.8896397549,13.75220153061224,mc,16.72120498614958,iota_fdc,35.87268722146862,10.80337703234836,5.989381205222173,3.286849103982165,13.217856845012363,97.31739254399999
iota_fdc_mc_03,7.9221337609,13.824836309523807,mc,16.72120498614958,iota_fdc,32.60984907848334,18.19889002144375,5.710503399743612,4.266015708063409,13.250350851012364,95.68220058
iota_fdc_mc_04,7.9668278133,13.909577168367353,mc,16.72120498614958,iota_fdc,29.007806521601452,12.540728770078049,5.385889575696985,3.541289139575876,13.295044903412364,93.77447029199999
iota_fdc_mc_05,8.0033961835,13.997924319727897,mc,16.72120498614958,iota_fdc,39.348623750117476,19.3359188302832,6.2728481370201745,4.397262651955555,13.331613273612362,91.78555330800002
iota_fdc_mc_06,7.9089429877,14.08771088435375,mc,16.72120498614958,iota_fdc,81.95645091311457,56.30836253387087,9.052980222728566,7.503889826874517,13.237160077812362,89.764231572
iota_fdc_mc_07,8.1192883996,14.147053571428586,mc,16.72120498614958,iota_fdc,43.48490122317964,18.41492414851149,6.594308244477175,4.2912613703329106,13.447505489712363,88.428278088
iota_fdc_mc_08,8.1980794892,14.187974596088447,mc,16.72120498614958,iota_fdc,40.31543169197785,15.964063490525685,6.349443415920631,3.995505411149594,13.526296579312362,87.507042588
iota_fdc_mc_09,8.0204982551,14.22986734693879,mc,16.72120498614958,iota_fdc,41.04752462722632,17.908647916248594,6.406834212559766,4.231861046424917,13.348715345212362,86.56393122
iota_fdc_mc_10,8.055651384099999,14.263805059523792,mc,16.72120498614958,iota_fdc,73.5995219483216,53.79342244709639,8.5790163741726,7.334399937765624,13.383868474212363,85.799907828
iota_fdc_mc_11,8.2046155401,14.312890306122437,mc,16.72120498614958,iota_fdc,43.753155544383546,19.145555940761263,6.61461681009441,4.375563499797628,13.532832630212365,84.694875156
iota_fdc_mc_12,8.2115591437,14.353812606292525,mc,16.72120498614958,iota_fdc,63.266883256212076,38.32116857615168,7.95404823069436,6.190409402951608,13.539776233812365,83.773611072
iota_fdc_mc_13,8.5229305574,14.405056335034029,mc,16.72120498614958,iota_fdc,287.2089963537494,166.26620682078897,16.947241555891903,12.894425416465403,13.851147647512363,82.619985564
iota_fdc_mc_14,8.2748955232,14.440256696428586,mc,16.72120498614958,iota_fdc,364.2809668458421,339.44538459405186,19.086145940075017,18.424043654802055,13.603112613312362,81.82753675199999
iota_fdc_mc_15,8.211903785,14.482095238095244,mc,16.72120498614958,iota_fdc,52.10070769708764,18.858909672332615,7.21808199573042,4.342684615803065,13.540120875112365,80.88564578399999
iota_fdc_mc_16,8.1986773637,14.516267644557818,mc,16.72120498614958,iota_fdc,57.66477968784873,26.64081832833513,7.593732921814457,5.16147443356403,13.526894453812364,80.11633896
iota_fdc_mc_17,8.1855539348,14.558732355442185,mc,16.72120498614958,iota_fdc,92.70471051936653,54.02203038783621,9.628328542346617,7.349968053524873,13.513771024912362,79.160351112
iota_fdc_mc_18,8.150078754199999,14.578557610544213,mc,16.72120498614958,iota_fdc,65.17691196648629,22.66380321192876,8.07322190742248,4.760651553299061,13.478295844312363,78.714034776
iota_fdc_mc_19,8.1371379248,14.58093749999999,mc,16.72120498614958,iota_fdc,173.9015131760719,103.85504917166668,13.18717229644293,10.19092975010949,13.465355014912362,78.660457452
iota_fdc_mc_20,8.2776767611,14.622554740646267,mc,16.72120498614958,iota_fdc,45.85046081588105,21.5784294595025,6.771296834128678,4.6452588151256435,13.605893851212365,77.723548488
iota_fdc_mc_21,8.3172123538,14.673297619047611,mc,16.72120498614958,iota_fdc,57.0797226620969,32.49724122053327,7.555112352711698,5.7006351593952465,13.645429443912363,76.581198396
iota_fdc_mc_22,8.2849671507,14.72021322278914,mc,16.72120498614958,iota_fdc,60.20370821356192,33.038399114830646,7.759104859038954,5.747903888795519,13.613184240812362,75.52501002
iota_fdc_mc_23,8.3332948697,14.773469387755096,mc,16.72120498614958,iota_fdc,45.59764899411534,13.834458626383826,6.752603127247694,3.7194702077559145,13.661511959812362,74.32607941199998
iota_fdc_mc_24,8.3551159523,14.822669217687078,mc,16.72120498614958,iota_fdc,70.13736031106218,27.008612968703954,8.37480509092971,5.196981139921903,13.683333042412364,73.21846726800001
iota_fdc_mc_25,8.3247430775,14.878520620748267,mc,16.72120498614958,iota_fdc,53.08591611120391,24.413766156362016,7.286008242597856,4.941028856054376,13.652960167612363,71.961111504
iota_fdc_mc_26,8.2637890743,14.939203231292547,mc,16.72120498614958,iota_fdc,77.40214038636854,29.80562749927175,8.797848622610447,5.459453040302824,13.592006164412364,70.594993044
iota_fdc_mc_27,8.303742405700001,15.014838435374159,mc,16.72120498614958,iota_fdc,90.2080766482406,33.01839488613626,9.497793251500088,5.746163492812944,13.631959495812364,68.892253884
iota_fdc_mc_28,8.2471891636,15.081328124999997,mc,16.72120498614958,iota_fdc,91.24818662391696,35.98690375097705,9.552391670357585,5.998908546642218,13.575406253712362,67.39540362
iota_fdc_mc_29,8.3573387813,15.151579294217685,mc,16.72120498614958,iota_fdc,127.3048549025263,51.19711009745325,11.282945311510035,7.155215587070263,13.685555871412362,65.813872752
iota_fdc_mc_30,8.292974231,15.240416666666668,mc,16.72120498614958,iota_fdc,107.57983570636767,52.409621612029426,10.372069981752325,7.239448985387591,13.621191321112363,63.813919464
iota_fdc_mc_31,7.9820779039,15.34787032312925,mc,16.72120498614958,iota_fdc,107.08877901170321,44.49882479887265,10.348370838528314,6.67074394643301,13.310294994012363,61.39486702800001
iota_fdc_mc_32,7.9462067677,15.442928784013606,mc,16.72120498614958,iota_fdc,149.54253634268744,74.4698080619522,12.228758577332673,8.629589101570954,13.274423857812362,59.254861536
iota_fdc_mc_33,7.6320424241,15.526109693877554,mc,16.72120498614958,iota_fdc,156.2751311805814,80.47466604316395,12.501005206805628,8.970767305150877,12.960259514212364,57.38224964399999
iota_fdc_mc_34,7.014690343400001,15.644596194727894,mc,16.72120498614958,iota_fdc,374.7266267217567,275.7581425717496,19.35785697647745,16.605967077281274,12.342907433512364,54.71481996
iota_fdc_mc_35,6.544361768200001,15.737607142857161,mc,16.72120498614958,iota_fdc,203.1454194618108,93.88245769841254,14.252909157846014,9.689296037298712,11.872578858312364,52.620909084
iota_fdc_mc_36,5.682652357699999,15.86157334183672,mc,16.72120498614958,iota_fdc,230.58928566073826,87.7799403867477,15.185166632629958,9.369094960920595,11.010869447812363,49.830117515999994
iota_fdc_mc_37,3.9984956193,16.001614370748314,mc,16.72120498614958,iota_fdc,387.98569643010313,164.72607697079036,19.69735252337489,12.834565710252543,9.326712709412362,46.67744106
iota_fdc_mc_38,3.2895603463,16.111142113095216,mc,16.72120498614958,iota_fdc,221.33818113952424,93.41025253885515,14.877438661931167,9.664897958015654,8.617777436412364,44.211695616
iota_fdc_mc_39,2.0856034971,16.27390433673468,mc,16.72120498614958,iota_fdc,220.08746917371573,92.65373363705797,14.835345266414116,9.625680944071332,7.4138205872123635,40.547507688
iota_fdc_mc_40,0.68559303911,16.398542623299317,mc,16.72120498614958,iota_fdc,257.8495647888491,116.86700010428184,16.05769487781011,10.810504155879219,6.013810129222364,37.741585896000004
iota_fdc_mc_41,0.0,16.548151785714264,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,34.3735064856
iota_fdc_mc_42,0.0,16.6831726190476,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,31.3338473604
iota_fdc_mc_43,0.0,16.836485969387752,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,27.882377510400005
iota_fdc_mc_44,0.0,16.984822172619058,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,24.5429558532
iota_fdc_mc_45,0.0,17.10598405612242,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,21.8164903668
iota_fdc_mc_46,0.0,17.173484587585026,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,20.2968798948
iota_fdc_mc_47,0.0,17.328965986394557,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,16.7965938396
iota_fdc_mc_48,0.0,17.507526573129258,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,12.7767360888
iota_fdc_mc_49,0.0,17.68251041666667,mc,16.72120498614958,iota_fdc,0.0,0.0,0.0,0.0,5.328217090112363,8.837399718
iota_fdc_hc_00,7.766348869700001,13.533901041666658,hc,17.16120498614958,iota_fdc,29.801489588444653,14.332706342376854,5.459074059622625,3.7858560910812304,12.349389900503606,112.14195069600001
iota_fdc_hc_01,7.7601907827,13.657157312925175,hc,17.16120498614958,iota_fdc,18.3615887779972,9.294306861382529,4.285042447630735,3.0486565666507155,12.343231813503603,109.3671423
iota_fdc_hc_02,8.0084444804,13.75220153061224,hc,17.16120498614958,iota_fdc,31.39334196088913,16.311719417392894,5.602976169937646,4.038776970494025,12.591485511203604,107.22745807199999
iota_fdc_hc_03,7.8305124397000005,13.824836309523807,hc,17.16120498614958,iota_fdc,28.919190772365802,15.157021049531581,5.377656624624317,3.893201901973693,12.413553470503604,105.592266612
iota_fdc_hc_04,7.9697411381,13.909577168367353,hc,17.16120498614958,iota_fdc,44.46447821814442,24.283733545364445,6.668169030411903,4.927852833168259,12.552782168903605,103.6845369
iota_fdc_hc_05,7.894576721,13.997924319727897,hc,17.16120498614958,iota_fdc,28.961656485113476,11.935494054043106,5.381603523589737,3.454778437764585,12.477617751803605,101.695620528
iota_fdc_hc_06,7.9307392608,14.08771088435375,hc,17.16120498614958,iota_fdc,30.045500609194217,13.323688187512513,5.481377619649481,3.6501627617837142,12.513780291603606,99.674299404
iota_fdc_hc_07,8.0583748388,14.147053571428586,hc,17.16120498614958,iota_fdc,29.63625200762095,10.417624933931567,5.443918809793268,3.2276345725517888,12.641415869603605,98.338346316
iota_fdc_hc_08,7.9492405880999994,14.187974596088447,hc,17.16120498614958,iota_fdc,35.241911544749584,13.420697857934181,5.936489833626398,3.6634270646396363,12.532281618903603,97.41711110399999
iota_fdc_hc_09,8.02621155,14.22986734693879,hc,17.16120498614958,iota_fdc,91.26535178483596,48.1498449679447,9.553290102620979,6.939008932689502,12.609252580803604,96.474000024
iota_fdc_hc_10,8.0137557599,14.263805059523792,hc,17.16120498614958,iota_fdc,32.76318708572342,18.339490125515873,5.72391361620032,4.28246309096948,12.596796790703605,95.709976884
iota_fdc_hc_11,7.9987822497000005,14.312890306122437,hc,17.16120498614958,iota_fdc,49.636060676990056,23.004244195066708,7.045286415539829,4.796273990825243,12.581823280503606,94.604944536
iota_fdc_hc_12,8.0568574448,14.353812606292525,hc,17.16120498614958,iota_fdc,39.06904546585224,17.04334004302537,6.2505236153343375,4.128358032320522,12.639898475603605,93.68368070400001
iota_fdc_hc_13,8.078153655,14.405056335034029,hc,17.16120498614958,iota_fdc,37.44442627710064,16.647892026857857,6.119185099104344,4.080182842331683,12.661194685803604,92.53005559199998
iota_fdc_hc_14,8.0854237528,14.440256696428586,hc,17.16120498614958,iota_fdc,29.951688163801656,17.46244610390933,5.472813550981036,4.1788091729474,12.668464783603605,91.73760699600001
iota_fdc_hc_15,8.160714413200001,14.482095238095244,hc,17.16120498614958,iota_fdc,52.370485572448544,20.538533596581424,7.236745509719721,4.5319458951515985,12.743755444003606,90.79571631600001
iota_fdc_hc_16,8.4200056163,14.516267644557818,hc,17.16120498614958,iota_fdc,39.69966092343854,14.125249140049782,6.300766693303168,3.75835723954626,13.003046647103604,90.026409708
iota_fdc_hc_17,8.212448247200001,14.558732355442185,hc,17.16120498614958,iota_fdc,43.12256387853601,20.034799970035905,6.566777282544004,4.4760250189242585,12.795489278003606,89.070422148
iota_fdc_hc_18,8.2361448847,14.578557610544213,hc,17.16120498614958,iota_fdc,42.18003323213552,24.053813407116625,6.494615710889716,4.904468718130092,12.819185915503605,88.624105956
iota_fdc_hc_19,8.235775584199999,14.58093749999999,hc,17.16120498614958,iota_fdc,42.69367362457483,24.56490953289885,6.534039609963719,4.956299984151368,12.818816615003604,88.570528668
iota_fdc_hc_20,8.2320769492,14.622554740646267,hc,17.16120498614958,iota_fdc,44.34788375812409,20.6323836094704,6.659420677365569,4.542288367053593,12.815117980003604,87.633619992
iota_fdc_hc_21,8.1093147481,14.673297619047611,hc,17.16120498614958,iota_fdc,39.956497582545985,16.851317886724658,6.321115216680201,4.105035674232887,12.692355778903604,86.491270224
iota_fdc_hc_22,8.3176583802,14.72021322278914,hc,17.16120498614958,iota_fdc,37.482442150780265,22.680717199389036,6.122290596727687,4.762427658179075,12.900699411003604,85.43508217200001
iota_fdc_hc_23,8.1843166161,14.773469387755096,hc,17.16120498614958,iota_fdc,53.569988862741866,24.439619224430775,7.31915219562634,4.943644326246658,12.767357646903605,84.23615196
iota_fdc_hc_24,8.3171321075,14.822669217687078,hc,17.16120498614958,iota_fdc,40.528342096408856,21.379468129793782,6.366187406635848,4.623793694553616,12.900173138303606,83.12854014000001
iota_fdc_hc_25,8.3544484898,14.878520620748267,hc,17.16120498614958,iota_fdc,82.3824893775235,55.493030067000426,9.076480010308153,7.449364406914219,12.937489520603604,81.87118477199999
iota_fdc_hc_26,8.305891855499999,14.939203231292547,hc,17.16120498614958,iota_fdc,35.587044630677575,17.121650652141597,5.965487794864522,4.137831636514661,12.888932886303603,80.505066708
iota_fdc_hc_27,8.354240080599999,15.014838435374159,hc,17.16120498614958,iota_fdc,54.42366855152867,19.201958655043942,7.377239900635513,4.382003954247867,12.937281111403603,78.80232805200001
iota_fdc_hc_28,8.2778271922,15.081328124999997,hc,17.16120498614958,iota_fdc,48.47255626768431,23.341985694268793,6.962223514631249,4.831354436829158,12.860868223003605,77.30547825599999
iota_fdc_hc_29,8.492269973700001,15.151579294217685,hc,17.16120498614958,iota_fdc,90.48720942429101,33.5693254894544,9.512476513731375,5.79390416640234,13.075311004503606,75.72394785599998
iota_fdc_hc_30,8.526362260099999,15.240416666666668,hc,17.16120498614958,iota_fdc,100.45546209556427,49.33760384048295,10.022747232947875,7.024073165940326,13.109403290903604,73.72399517999999
iota_fdc_hc_31,8.37808452,15.34787032312925,hc,17.16120498614958,iota_fdc,88.8901936815854,50.565232091507966,9.428159612648981,7.110923434513127,12.961125550803605,71.304943464
iota_fdc_hc_32,8.4655080026,15.442928784013606,hc,17.16120498614958,iota_fdc,102.22806804768881,44.83220987786362,10.110789684672945,6.695685915413269,13.048549033403605,69.16493861999999
iota_fdc_hc_33,8.4243750049,15.526109693877554,hc,17.16120498614958,iota_fdc,100.62987088018568,38.84110927640693,10.031444107414728,6.232263575652664,13.007416035703605,67.292327304
iota_fdc_hc_34,8.5156697226,15.644596194727894,hc,17.16120498614958,iota_fdc,112.60378195186624,42.05081146722441,10.611492918146165,6.484659703270821,13.098710753403605,64.624898412
iota_fdc_hc_35,8.679300421799999,15.737607142857161,hc,17.16120498614958,iota_fdc,104.22743216976446,45.33826377641189,10.209183717112962,6.733369422244103,13.262341452603604,62.530988184
iota_fdc_hc_36,8.1804800306,15.86157334183672,hc,17.16120498614958,iota_fdc,137.3491210125339,74.30502374744285,11.71960413207434,8.620036180170176,12.763521061403605,59.74019748
iota_fdc_hc_37,7.747978075900001,16.001614370748314,hc,17.16120498614958,iota_fdc,101.3448906660983,49.657499010518386,10.067019949622544,7.046807717720016,12.331019106703605,56.587521960000004
iota_fdc_hc_38,7.069014963300001,16.111142113095216,hc,17.16120498614958,iota_fdc,156.27972000392296,70.88768897031443,12.501188743632461,8.419482702061595,11.652055994103605,54.12177727199999
iota_fdc_hc_39,6.211541607899999,16.27390433673468,hc,17.16120498614958,iota_fdc,162.68477871157958,63.13983180179047,12.754794342190689,7.946057626382436,10.794582638703604,50.457590424
iota_fdc_hc_40,4.8005477369,16.398542623299317,hc,17.16120498614958,iota_fdc,377.93570855526497,156.85858110898093,19.4405686273644,12.52431958666741,9.383588767703603,47.651669496000004
iota_fdc_hc_41,3.6305352637,16.548151785714264,hc,17.16120498614958,iota_fdc,235.36034687836357,88.6111544419101,15.341458433876603,9.413349799189984,8.213576294503605,44.283591107999996
iota_fdc_hc_42,2.6284311872,16.6831726190476,hc,17.16120498614958,iota_fdc,231.5343410491925,106.19728107084146,15.216252529752275,10.305206503066373,7.211472218003605,41.243932872
iota_fdc_hc_43,0.9166193513299998,16.836485969387752,hc,17.16120498614958,iota_fdc,247.48745165910222,115.92388333575875,15.731733905043722,10.76679540697968,5.499660382133604,37.792464083999995
iota_fdc_hc_44,0.0,16.984822172619058,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,34.4530434204
iota_fdc_hc_45,0.0,17.10598405612242,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,31.722885507599997
iota_fdc_hc_46,0.0,17.173484587585026,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,30.203275928400004
iota_fdc_hc_47,0.0,17.328965986394557,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,26.7029919396
iota_fdc_hc_48,0.0,17.507526573129258,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,22.683136572000002
iota_fdc_hc_49,0.0,17.68251041666667,hc,17.16120498614958,iota_fdc,0.0,0.0,0.0,0.0,4.583041030803605,18.7438025376
iota_ga_lc_00,13.640759445,13.533901041666658,lc,16.51120498614958,iota_ga,7.432499810757359,6.391627397380682,2.7262611413357596,2.528166805687608,16.21095772391939,97.503722532
iota_ga_lc_01,13.890603528,13.657157312925175,lc,16.51120498614958,iota_ga,9.796858810125297,1.3970320921420993,3.1299934201408948,1.1819611212481143,16.460801806919388,94.728913056
iota_ga_lc_02,14.015724909000001,13.75220153061224,lc,16.51120498614958,iota_ga,1.0855718661562328,0.849879855995485,1.0419078011783158,0.9218892861919402,16.58592318791939,92.58922799999999
iota_ga_lc_03,14.200281909000001,13.824836309523807,lc,16.51120498614958,iota_ga,2.4397329841466027,2.026700831657579,1.5619644631510035,1.4236224329707576,16.77048018791939,90.95403592800001
iota_ga_lc_04,14.63781248,13.909577168367353,lc,16.51120498614958,iota_ga,26.407486259473288,24.615346863452775,5.138821485464667,4.961385578994317,17.20801075891939,89.04630546
iota_ga_lc_05,14.724443697,13.997924319727897,lc,16.51120498614958,iota_ga,6.715385953471279,0.8077509195471329,2.5914061730016926,0.8987496423070959,17.29464197591939,87.057388332
iota_ga_lc_06,15.034850121,14.08771088435375,lc,16.51120498614958,iota_ga,6.305377559220911,1.9364044973169747,2.511051086541433,1.3915475188857098,17.60504839991939,85.036066416
iota_ga_lc_07,15.197707004000002,14.147053571428586,lc,16.51120498614958,iota_ga,7.619341862400261,6.7819568347063806,2.7603155367458014,2.6042190450702067,17.76790528291939,83.700112824
iota_ga_lc_08,15.192013015,14.187974596088447,lc,16.51120498614958,iota_ga,14.24202043694019,10.454853396095494,3.773860150686587,3.233396572660937,17.76221129391939,82.778877252
iota_ga_lc_09,15.360892045999998,14.22986734693879,lc,16.51120498614958,iota_ga,6.982376770725123,6.432196376272978,2.642418734933039,2.5361775127685715,17.93109032491939,81.83576581199999
iota_ga_lc_10,15.399440457,14.263805059523792,lc,16.51120498614958,iota_ga,8.608206355728058,7.750313378701339,2.9339744981386695,2.783938465322346,17.96963873591939,81.07174234800001
iota_ga_lc_11,15.651643312000001,14.312890306122437,lc,16.51120498614958,iota_ga,41.786505672014485,30.55298932445316,6.464248268129442,5.527475854714623,18.22184159091939,79.966709604
iota_ga_lc_12,15.614968698,14.353812606292525,lc,16.51120498614958,iota_ga,38.154060578586346,29.001975217586136,6.176897326213732,5.385348198360635,18.18516697691939,79.04544544800001
iota_ga_lc_13,15.809680806,14.405056335034029,lc,16.51120498614958,iota_ga,16.669848443504314,4.423210980404704,4.0828725725283554,2.1031431193346553,18.379879084919388,77.891819832
iota_ga_lc_14,15.993259107,14.440256696428586,lc,16.51120498614958,iota_ga,5.63899965384568,5.351538723519145,2.374657797209038,2.313339301425354,18.56345738591939,77.099370984
