,value,n_gal,h_cdt,h_riv,indicator,prior_var,post_var,prior_sd,post_sd,value_90,q_pred
iota_ag_lc_02,31.130930581999998,13.75220153061224,lc,16.51120498614958,iota_ag,129.81748488225819,35.02712047146381,11.393747622369832,5.918371437436469,43.493828418748464,92.58922799999999
iota_ag_lc_03,31.589802706999997,13.824836309523807,lc,16.51120498614958,iota_ag,224.41631564946795,87.59083833192012,14.980531220536472,9.358997720478413,43.95270054374846,90.95403592800001
iota_ag_lc_04,31.332291591,13.909577168367353,lc,16.51120498614958,iota_ag,476.6761721433362,384.2379451635812,21.83291487967963,19.60198829618009,43.69518942774847,89.04630546
iota_ag_lc_05,31.736234345,13.997924319727897,lc,16.51120498614958,iota_ag,118.57304258421014,76.39905907715115,10.88912496871122,8.740655529029338,44.099132181748466,87.057388332
iota_ag_lc_06,31.381133653000003,14.08771088435375,lc,16.51120498614958,iota_ag,205.63722833146798,92.131994263901,14.340056775740743,9.598541257081777,43.74403148974847,85.036066416
iota_ag_lc_07,31.517627066,14.147053571428586,lc,16.51120498614958,iota_ag,199.0861804505199,87.47742330915263,14.10979023410766,9.35293661419517,43.88052490274847,83.700112824
iota_ag_lc_08,31.402859146999997,14.187974596088447,lc,16.51120498614958,iota_ag,171.96101102935822,86.1326311315855,13.113390523787439,9.280766731880805,43.76575698374847,82.778877252
iota_ag_lc_09,31.438610747,14.22986734693879,lc,16.51120498614958,iota_ag,310.1193026419915,151.5151530822215,17.610204503128053,12.309149161587957,43.801508583748465,81.83576581199999
iota_ag_lc_10,31.2678019,14.263805059523792,lc,16.51120498614958,iota_ag,271.60108834920237,106.61958576867706,16.480324279248947,10.325676044147281,43.63069973674847,81.07174234800001
iota_ag_lc_11,31.262175144,14.312890306122437,lc,16.51120498614958,iota_ag,974.1801157814208,313.43004079589247,31.211858576211394,17.703955512706546,43.62507298074847,79.966709604
iota_ag_lc_12,31.243710424,14.353812606292525,lc,16.51120498614958,iota_ag,168.65381524659,102.96258719191624,12.986678376189579,10.147048200926033,43.606608260748466,79.04544544800001
iota_ag_lc_13,31.386597775,14.405056335034029,lc,16.51120498614958,iota_ag,522.7135138758946,177.036072904986,22.862928812291187,13.30549032937103,43.749495611748465,77.891819832
iota_ag_lc_14,31.076454181,14.440256696428586,lc,16.51120498614958,iota_ag,311.72562218111034,173.76787473529467,17.655753231768685,13.182104336383272,43.43935201774847,77.099370984
iota_ag_lc_15,31.007174329,14.482095238095244,lc,16.51120498614958,iota_ag,267.4610424230639,87.86461196862308,16.354236222552977,9.373612535656841,43.37007216574847,76.157479944
iota_ag_lc_16,31.475610611999997,14.516267644557818,lc,16.51120498614958,iota_ag,318.7851390350546,114.29158558432154,17.854555134056255,10.690724277817734,43.83850844874846,75.388173012
iota_ag_lc_17,30.941583796,14.558732355442185,lc,16.51120498614958,iota_ag,1032.8289018242754,621.532138236459,32.13765551225346,24.930546288367992,43.30448163274847,74.432185092
iota_ag_lc_18,30.682090774000002,14.578557610544213,lc,16.51120498614958,iota_ag,360.97613525500134,154.1731106017014,18.999371970015254,12.41664651190898,43.04498861074847,73.98586872
iota_ag_lc_19,30.98372902,14.58093749999999,lc,16.51120498614958,iota_ag,380.85061042707883,177.5399116525599,19.515394190922173,13.324410367913467,43.346626856748465,73.932291396
iota_ag_lc_20,30.945117611,14.622554740646267,lc,16.51120498614958,iota_ag,294.6277588440417,119.22632100006817,17.16472425773399,10.919080593166631,43.30801544774847,72.99538236
iota_ag_lc_21,30.956816159000002,14.673297619047611,lc,16.51120498614958,iota_ag,397.85266733136825,113.14253056605594,19.946244441783225,10.63684777394393,43.31971399574847,71.853032196
iota_ag_lc_22,30.717945374,14.72021322278914,lc,16.51120498614958,iota_ag,284.5545613839732,107.20610004937718,16.868745104007388,10.354037862079565,43.08084321074847,70.796843712
iota_ag_lc_23,30.514226729,14.773469387755096,lc,16.51120498614958,iota_ag,336.9808216536167,138.4955657012806,18.35703738770548,11.768413899131888,42.87712456574847,69.59791303200001
iota_ag_lc_24,30.715034925999998,14.822669217687078,lc,16.51120498614958,iota_ag,409.9107072753866,168.24854698860554,20.246251684580695,12.971065761478721,43.07793276274847,68.49030078
iota_ag_lc_25,30.695471638,14.878520620748267,lc,16.51120498614958,iota_ag,306.5703327344537,159.43473285947823,17.509149971784858,12.626746725086324,43.05836947474847,67.232944908
iota_ag_lc_26,30.330384646,14.939203231292547,lc,16.51120498614958,iota_ag,266.23748039636104,142.49305851309182,16.316785234731782,11.937045635880422,42.693282482748465,65.86682634
iota_ag_lc_27,30.075886421,15.014838435374159,lc,16.51120498614958,iota_ag,372.6120496874638,170.55094413434017,19.303161650037122,13.059515463229873,42.438784257748466,64.164087036
iota_ag_lc_28,30.167838169,15.081328124999997,lc,16.51120498614958,iota_ag,325.7854483291085,170.1552185969068,18.04952764836544,13.044355813795743,42.530736005748466,62.667236663999994
iota_ag_lc_29,30.052331626999997,15.151579294217685,lc,16.51120498614958,iota_ag,407.786273955299,202.95112506219172,20.193718675749125,14.24609157145186,42.41522946374847,61.085705651999994
iota_ag_lc_30,29.747835811999998,15.240416666666668,lc,16.51120498614958,iota_ag,405.65380903400205,156.50596582549483,20.140849262978016,12.510234443266635,42.110733648748464,59.08575222
iota_ag_lc_31,29.106094571999996,15.34787032312925,lc,16.51120498614958,iota_ag,426.56724966491913,154.8310787189794,20.653504537122004,12.443113706744763,41.46899240874846,56.666699568000006
iota_ag_lc_32,28.991837665,15.442928784013606,lc,16.51120498614958,iota_ag,531.6436476013147,221.55030832029453,23.057398977363313,14.884566111254118,41.354735501748465,54.52669393199999
iota_ag_lc_33,28.592296288000004,15.526109693877554,lc,16.51120498614958,iota_ag,440.556662218056,188.47624666457966,20.989441684286316,13.728665145037942,40.95519412474847,52.654081896
iota_ag_lc_34,27.97109877,15.644596194727894,lc,16.51120498614958,iota_ag,447.29836366469016,201.26916856637288,21.149429393359295,14.186936546216483,40.33399660674847,49.98665196
iota_ag_lc_35,27.270643978000003,15.737607142857161,lc,16.51120498614958,iota_ag,462.88456466704395,145.90278322549048,21.51475225669689,12.079022444945224,39.63354181474847,47.89274094
iota_ag_lc_36,26.312681861999998,15.86157334183672,lc,16.51120498614958,iota_ag,343.56203304200966,182.96138748577664,18.535426432699346,13.52632202358707,38.675579698748464,45.10194915599999
iota_ag_lc_37,25.447974281,16.001614370748314,lc,16.51120498614958,iota_ag,439.0125462559536,176.23633930963686,20.95262623768089,13.27540354601836,37.81087211774847,41.949272412
iota_ag_lc_38,24.340354914000002,16.111142113095216,lc,16.51120498614958,iota_ag,425.1682776914073,220.12036072297886,20.619609057676318,14.836453778547583,36.70325275074847,39.483526788
iota_ag_lc_39,22.785376749,16.27390433673468,lc,16.51120498614958,iota_ag,338.6882913827564,91.81452226642006,18.4034858486852,9.581989473299377,35.14827458574847,35.8193385576
iota_ag_lc_40,21.124827816,16.398542623299317,lc,16.51120498614958,iota_ag,911.3944533135322,529.1208791132981,30.189310249052266,23.00262765671127,33.487725652748466,33.0134165676
iota_ag_lc_41,18.670105568,16.548151785714264,lc,16.51120498614958,iota_ag,738.8602090969815,306.1462295761891,27.18198317078762,17.497034879549997,31.03300340474847,29.6453368764
iota_ag_lc_42,16.315174141,16.6831726190476,lc,16.51120498614958,iota_ag,790.6346494602749,338.02344536826917,28.118226285814597,18.385413929750648,28.678071977748466,26.605677506399996
iota_ag_lc_43,12.872189692000001,16.836485969387752,lc,16.51120498614958,iota_ag,989.9627069660359,357.1429087622233,31.463672814311362,18.89822501618137,25.23508752874847,23.1542073828
iota_ag_lc_44,1.0768712347,16.984822172619058,lc,16.51120498614958,iota_ag,9083.48534709404,1800.9655547209163,95.30732053254901,42.437784517113,13.439769071448469,19.814785455600003
iota_ag_lc_45,0.0,17.10598405612242,lc,16.51120498614958,iota_ag,0.0,0.0,0.0,0.0,12.362897836748468,17.0881669944
iota_ag_lc_46,0.0,17.173484587585026,lc,16.51120498614958,iota_ag,0.0,0.0,0.0,0.0,12.362897836748468,15.568556248800002
iota_ag_lc_47,0.0,17.328965986394557,lc,16.51120498614958,iota_ag,0.0,0.0,0.0,0.0,12.362897836748468,12.0682695672
iota_ag_lc_48,0.0,17.507526573129258,lc,16.51120498614958,iota_ag,0.0,0.0,0.0,0.0,12.362897836748468,8.048411100000001
iota_ag_lc_49,0.0,17.68251041666667,lc,16.51120498614958,iota_ag,0.0,0.0,0.0,0.0,12.362897836748468,4.2313483368
iota_ag_mc_00,31.21067249,13.533901041666658,mc,16.72120498614958,iota_ag,152.5626694560011,74.43565633997143,12.351626186701129,8.6276101175222,42.69068894277411,102.23188667999999
iota_ag_mc_01,31.10113726,13.657157312925175,mc,16.72120498614958,iota_ag,252.043835484316,121.08584077576015,15.875888494327365,11.00390116166808,42.58115371277411,99.45707742
iota_ag_mc_02,31.319782020999998,13.75220153061224,mc,16.72120498614958,iota_ag,267.49959087030845,105.66975599372297,16.35541472633172,10.279579563081507,42.79979847377411,97.31739254399999
iota_ag_mc_03,31.41756282,13.824836309523807,mc,16.72120498614958,iota_ag,188.71066969824057,67.1844537204641,13.737200213225421,8.196612331961546,42.89757927277411,95.68220058
iota_ag_mc_04,31.480016933,13.909577168367353,mc,16.72120498614958,iota_ag,332.49688975275166,108.64735103867082,18.234497244310074,10.423404004386994,42.96003338577411,93.77447029199999
iota_ag_mc_05,31.56707192,13.997924319727897,mc,16.72120498614958,iota_ag,548.5240420335246,378.23503193848444,23.420590129916125,19.4482655251949,43.04708837277411,91.78555330800002
iota_ag_mc_06,31.752007024,14.08771088435375,mc,16.72120498614958,iota_ag,191.28928925295375,66.48229653895923,13.830737118930204,8.153667674056825,43.23202347677411,89.764231572
iota_ag_mc_07,31.260660801999997,14.147053571428586,mc,16.72120498614958,iota_ag,195.9104149841259,89.91533109660283,13.996800169471804,9.482369487454221,42.740677254774106,88.428278088
iota_ag_mc_08,31.313370177,14.187974596088447,mc,16.72120498614958,iota_ag,221.51610633332209,130.69517635759843,14.883417159151392,11.432199104179318,42.79338662977411,87.507042588
iota_ag_mc_09,31.397865958,14.22986734693879,mc,16.72120498614958,iota_ag,220.64179000494045,110.40301599180137,14.854015955455967,10.507283949327789,42.87788241077411,86.56393122
iota_ag_mc_10,31.372252535,14.263805059523792,mc,16.72120498614958,iota_ag,2301.886648080094,1540.2348279591897,47.977980867061234,39.245825611893935,42.85226898777411,85.799907828
iota_ag_mc_11,31.397554166,14.312890306122437,mc,16.72120498614958,iota_ag,712.419261741028,614.9732021999822,26.691183221075605,24.79865323359279,42.87757061877411,84.694875156
iota_ag_mc_12,31.52098127,14.353812606292525,mc,16.72120498614958,iota_ag,214.81666869903975,100.21640308335041,14.656625419892526,10.010814306706044,43.00099772277411,83.773611072
iota_ag_mc_13,31.152297414,14.405056335034029,mc,16.72120498614958,iota_ag,158.19146427729945,100.46554884431225,12.57741882411886,10.023250413130077,42.63231386677411,82.619985564
iota_ag_mc_14,31.340113603000002,14.440256696428586,mc,16.72120498614958,iota_ag,344.9618573598817,185.46084371390867,18.573148827268945,13.618400923526545,42.820130055774115,81.82753675199999
iota_ag_mc_15,31.136411945,14.482095238095244,mc,16.72120498614958,iota_ag,326.5258505138776,131.51286153914785,18.070026300862917,11.46790571722439,42.61642839777411,80.88564578399999
iota_ag_mc_16,31.232505908,14.516267644557818,mc,16.72120498614958,iota_ag,484.9993964616348,141.95237684956354,22.02270184290826,11.914376897243244,42.71252236077411,80.11633896
iota_ag_mc_17,31.207901157,14.558732355442185,mc,16.72120498614958,iota_ag,152.47406470599176,91.4893082239298,12.348038901217949,9.565004350439668,42.68791760977411,79.160351112
iota_ag_mc_18,31.192590545999998,14.578557610544213,mc,16.72120498614958,iota_ag,246.97000517653814,79.34729250917283,15.715279354072525,8.907709722996861,42.67260699877411,78.714034776
iota_ag_mc_19,31.177724614000002,14.58093749999999,mc,16.72120498614958,iota_ag,281.9445416399638,132.06898731261182,16.791204293914234,11.492127188323831,42.657741066774115,78.660457452
iota_ag_mc_20,31.544017528,14.622554740646267,mc,16.72120498614958,iota_ag,262.1739549794314,94.22065357094203,16.19178665186246,9.706732383811868,43.024033980774114,77.723548488
iota_ag_mc_21,30.957392195,14.673297619047611,mc,16.72120498614958,iota_ag,201.91821410008475,76.09518643984289,14.209792894341732,8.723255495504123,42.43740864777411,76.581198396
iota_ag_mc_22,30.876525227,14.72021322278914,mc,16.72120498614958,iota_ag,300.9899802063335,121.53145259198706,17.349062804841463,11.02413046874841,42.35654167977411,75.52501002
iota_ag_mc_23,30.941230251,14.773469387755096,mc,16.72120498614958,iota_ag,358.4543880561441,117.22614249000614,18.93289169820987,10.827102220354536,42.42124670377411,74.32607941199998
iota_ag_mc_24,31.068959973000002,14.822669217687078,mc,16.72120498614958,iota_ag,327.4184885147729,129.6188302611946,18.094708854103537,11.385026581488276,42.548976425774114,73.21846726800001
iota_ag_mc_25,30.850177995,14.878520620748267,mc,16.72120498614958,iota_ag,722.7114424581067,275.0183410599023,26.883292998777264,16.583676946319905,42.33019444777411,71.961111504
iota_ag_mc_26,30.656394179,14.939203231292547,mc,16.72120498614958,iota_ag,297.58907900130777,113.57284384750541,17.250770388632148,10.657056059133096,42.13641063177411,70.594993044
iota_ag_mc_27,30.716982470999998,15.014838435374159,mc,16.72120498614958,iota_ag,409.2037222612617,148.06653382052946,20.228784497869903,12.168259276516483,42.19699892377411,68.892253884
iota_ag_mc_28,30.685821216,15.081328124999997,mc,16.72120498614958,iota_ag,370.6937312178626,167.67135724875868,19.253408301333625,12.948797521343774,42.16583766877411,67.39540362
iota_ag_mc_29,30.330102601999997,15.151579294217685,mc,16.72120498614958,iota_ag,244.32230469082802,156.8770054839455,15.630812668918658,12.525055109018304,41.810119054774106,65.813872752
iota_ag_mc_30,30.489291251999997,15.240416666666668,mc,16.72120498614958,iota_ag,350.3454261238377,174.06741368099844,18.717516558663377,13.19346101980062,41.96930770477411,63.813919464
iota_ag_mc_31,29.951529254,15.34787032312925,mc,16.72120498614958,iota_ag,328.4499656364355,144.642043608109,18.12318861669865,12.026722064141541,41.43154570677411,61.39486702800001
iota_ag_mc_32,29.822611805,15.442928784013606,mc,16.72120498614958,iota_ag,390.0348839080513,198.29023912940718,19.749300846056585,14.08155670121053,41.30262825777411,59.254861536
iota_ag_mc_33,29.471214694,15.526109693877554,mc,16.72120498614958,iota_ag,440.9669541824771,60.05747871555521,20.99921318008075,7.749676039393854,40.95123114677411,57.38224964399999
iota_ag_mc_34,29.131983798,15.644596194727894,mc,16.72120498614958,iota_ag,478.78437290817055,147.38027018953355,21.881141947077865,12.14002760250295,40.61200025077411,54.71481996
iota_ag_mc_35,28.575098966,15.737607142857161,mc,16.72120498614958,iota_ag,446.4195825574274,194.5171822939318,21.128643651626753,13.9469416824597,40.05511541877411,52.620909084
iota_ag_mc_36,27.914907306999996,15.86157334183672,mc,16.72120498614958,iota_ag,323.8468632790342,139.1679890045948,17.99574569944336,11.796948292020051,39.39492375977411,49.830117515999994
iota_ag_mc_37,26.985870873000003,16.001614370748314,mc,16.72120498614958,iota_ag,436.34837184244606,195.07223556027353,20.88895334482908,13.966826252240468,38.46588732577411,46.67744106
iota_ag_mc_38,26.246018401,16.111142113095216,mc,16.72120498614958,iota_ag,455.3874757350022,159.80893768762658,21.339809646175436,12.641555983644837,37.72603485377411,44.211695616
iota_ag_mc_39,24.855725892,16.27390433673468,mc,16.72120498614958,iota_ag,400.4724788515716,124.21819925342909,20.011808485281176,11.145321855084719,36.33574234477411,40.547507688
iota_ag_mc_40,23.552723627,16.398542623299317,mc,16.72120498614958,iota_ag,309.6747583380754,172.72975547713222,17.597578195253895,13.142669267585342,35.03274007977411,37.741585896000004
iota_ag_mc_41,22.091400310999997,16.548151785714264,mc,16.72120498614958,iota_ag,528.8074341759259,240.76541050472758,22.99581340539895,15.516617237810811,33.57141676377411,34.3735064856
iota_ag_mc_42,19.919237877,16.6831726190476,mc,16.72120498614958,iota_ag,545.8171123197993,263.92631267475235,23.362729128246112,16.245809080336763,31.39925432977411,31.3338473604
iota_ag_mc_43,17.344266695,16.836485969387752,mc,16.72120498614958,iota_ag,698.6907036045395,269.9903325010893,26.432758153558996,16.431382549897904,28.82428314777411,27.882377510400005
iota_ag_mc_44,14.40457044,16.984822172619058,mc,16.72120498614958,iota_ag,916.6954458980827,319.96685151145357,30.27697881060927,17.887617267580765,25.88458689277411,24.5429558532
iota_ag_mc_45,10.985173771,17.10598405612242,mc,16.72120498614958,iota_ag,2015.4305594181526,575.4853266306793,44.893546968558326,23.989275241880055,22.46519022377411,21.8164903668
iota_ag_mc_46,6.948150511900001,17.173484587585026,mc,16.72120498614958,iota_ag,7343.586062102813,1332.140392906489,85.69472598767565,36.4984985020821,18.428166964674112,20.2968798948
iota_ag_mc_47,0.0,17.328965986394557,mc,16.72120498614958,iota_ag,0.0,0.0,0.0,0.0,11.48001645277411,16.7965938396
iota_ag_mc_48,0.0,17.507526573129258,mc,16.72120498614958,iota_ag,0.0,0.0,0.0,0.0,11.48001645277411,12.7767360888
iota_ag_mc_49,0.0,17.68251041666667,mc,16.72120498614958,iota_ag,0.0,0.0,0.0,0.0,11.48001645277411,8.837399718
iota_ag_hc_00,31.217555211999997,13.533901041666658,hc,17.16120498614958,iota_ag,266.15730940570546,70.22759745453602,16.314328346754134,8.38019077673868,42.16083163291154,112.14195069600001
iota_ag_hc_01,31.060655533000002,13.657157312925175,hc,17.16120498614958,iota_ag,113.43404227989969,58.576866072975115,10.65054187728961,7.653552513243449,42.00393195391155,109.3671423
iota_ag_hc_02,31.189573865,13.75220153061224,hc,17.16120498614958,iota_ag,180.60987542474578,86.7487550260819,13.43911736033084,9.313901171157116,42.132850285911545,107.22745807199999
iota_ag_hc_03,31.269127844,13.824836309523807,hc,17.16120498614958,iota_ag,270.73672224023517,140.54516078179046,16.454079197580008,11.855174430677536,42.21240426491154,105.592266612
iota_ag_hc_04,31.263891198000003,13.909577168367353,hc,17.16120498614958,iota_ag,216.31664761814866,66.85823994019832,14.70770708227998,8.176688812728433,42.20716761891155,103.6845369
iota_ag_hc_05,31.641794783,13.997924319727897,hc,17.16120498614958,iota_ag,399.4166527833928,246.68123806278888,19.98541099861078,15.706089203324579,42.585071203911546,101.695620528
iota_ag_hc_06,31.219093139,14.08771088435375,hc,17.16120498614958,iota_ag,213.51571485713106,63.26491635916202,14.612176937647964,7.953924588475932,42.162369559911546,99.674299404
iota_ag_hc_07,31.401152807,14.147053571428586,hc,17.16120498614958,iota_ag,198.5339528537891,81.16586597767797,14.090207693777586,9.009210064022149,42.34442922791155,98.338346316
iota_ag_hc_08,31.244775152,14.187974596088447,hc,17.16120498614958,iota_ag,150.69859827925418,67.98421695727932,12.275935739456044,8.245254208166012,42.18805157291155,97.41711110399999
iota_ag_hc_09,31.314411696,14.22986734693879,hc,17.16120498614958,iota_ag,139.31692852615834,39.396251764183624,11.80325923320158,6.276643351679592,42.257688116911545,96.474000024
iota_ag_hc_10,31.415382046999998,14.263805059523792,hc,17.16120498614958,iota_ag,233.53401471238436,80.53208467494383,15.281819744794282,8.97396705336853,42.35865846791154,95.709976884
iota_ag_hc_11,31.651009031999997,14.312890306122437,hc,17.16120498614958,iota_ag,265.0771875144951,84.62792326272856,16.28119121914902,9.199343632169013,42.59428545291154,94.604944536
iota_ag_hc_12,31.461174915999997,14.353812606292525,hc,17.16120498614958,iota_ag,385.41986099219406,69.22123334482671,19.632113003754693,8.319929888215809,42.40445133691154,93.68368070400001
iota_ag_hc_13,31.441366101999996,14.405056335034029,hc,17.16120498614958,iota_ag,260.73187055707695,119.94003300060483,16.147193891109282,10.951713701544833,42.38464252291154,92.53005559199998
iota_ag_hc_14,31.493354786999998,14.440256696428586,hc,17.16120498614958,iota_ag,470.9150783098302,287.67227149784225,21.700577833546973,16.960904206375385,42.436631207911546,91.73760699600001
iota_ag_hc_15,31.472838802,14.482095238095244,hc,17.16120498614958,iota_ag,244.23353541988538,100.06656656011779,15.627972850625426,10.0033277743018,42.41611522291154,90.79571631600001
iota_ag_hc_16,31.363204616999997,14.516267644557818,hc,17.16120498614958,iota_ag,252.49116871688963,102.84096024351966,15.88997069591035,10.141053211748751,42.30648103791154,90.026409708
iota_ag_hc_17,31.326334644,14.558732355442185,hc,17.16120498614958,iota_ag,221.23788564340376,114.38510782523169,14.87406755542692,10.695097373340351,42.269611064911544,89.070422148
iota_ag_hc_18,31.387944186,14.578557610544213,hc,17.16120498614958,iota_ag,214.05571714153842,83.02751340276906,14.630643087080568,9.111943448176632,42.33122060691154,88.624105956
iota_ag_hc_19,31.379925899,14.58093749999999,hc,17.16120498614958,iota_ag,215.90448379816252,84.6469225567545,14.69368857020464,9.200376218218171,42.323202319911545,88.570528668
iota_ag_hc_20,31.410284339,14.622554740646267,hc,17.16120498614958,iota_ag,210.8078697954584,88.6216006952085,14.519224145781978,9.413904646596357,42.353560759911545,87.633619992
iota_ag_hc_21,31.375736765,14.673297619047611,hc,17.16120498614958,iota_ag,233.8332905792394,114.58699550522667,15.29160850202618,10.704531540671299,42.319013185911544,86.491270224
iota_ag_hc_22,31.451038712,14.72021322278914,hc,17.16120498614958,iota_ag,246.3633130236135,87.40396315025578,15.695964864372419,9.349008672060144,42.394315132911544,85.43508217200001
iota_ag_hc_23,31.469962098000003,14.773469387755096,hc,17.16120498614958,iota_ag,261.24331822823245,124.38145732901728,16.163023177247272,11.152643513042873,42.41323851891155,84.23615196
iota_ag_hc_24,31.361565614,14.822669217687078,hc,17.16120498614958,iota_ag,210.01987676406796,95.04761958215654,14.492062543477653,9.749236871784198,42.304842034911545,83.12854014000001
iota_ag_hc_25,31.523018369000003,14.878520620748267,hc,17.16120498614958,iota_ag,283.3352861865351,129.58047026919638,16.832566238887495,11.383341788297336,42.466294789911544,81.87118477199999
iota_ag_hc_26,31.140540614000003,14.939203231292547,hc,17.16120498614958,iota_ag,616.7806866034716,278.7165857320687,24.83506969193909,16.694807148693535,42.08381703491155,80.505066708
iota_ag_hc_27,31.165725366999997,15.014838435374159,hc,17.16120498614958,iota_ag,291.79961031312797,92.23122192454413,17.082143024606953,9.603708758836042,42.10900178791154,78.80232805200001
iota_ag_hc_28,32.197498678,15.081328124999997,hc,17.16120498614958,iota_ag,253.76122911117614,83.57087124343103,15.929884780222867,9.141710520653726,43.14077509891155,77.30547825599999
iota_ag_hc_29,31.006178504,15.151579294217685,hc,17.16120498614958,iota_ag,357.68320742440255,119.57070702376132,18.912514571690423,10.934839140278257,41.94945492491155,75.72394785599998
iota_ag_hc_30,31.130589779,15.240416666666668,hc,17.16120498614958,iota_ag,387.57143484320176,158.92224992370762,19.686834048246602,12.606436844870466,42.07386619991155,73.72399517999999
iota_ag_hc_31,30.669836763000003,15.34787032312925,hc,17.16120498614958,iota_ag,414.8253688800098,59.51587301293204,20.367262184201632,7.7146531362681525,41.61311318391155,71.304943464
iota_ag_hc_32,30.74640383,15.442928784013606,hc,17.16120498614958,iota_ag,413.00507806153996,139.96121175817143,20.322526370053993,11.830520350270795,41.68968025091154,69.16493861999999
iota_ag_hc_33,30.66934099,15.526109693877554,hc,17.16120498614958,iota_ag,324.23815392262986,138.39470727306679,18.006614171537908,11.764127986088335,41.61261741091154,67.292327304
iota_ag_hc_34,29.971588025,15.644596194727894,hc,17.16120498614958,iota_ag,477.877120107301,159.0785475932359,21.860400730711707,12.612634443019266,40.91486444591155,64.624898412
iota_ag_hc_35,30.176783443,15.737607142857161,hc,17.16120498614958,iota_ag,389.7428369325901,188.11397098864472,19.741905605401676,13.715464665429485,41.12005986391155,62.530988184
iota_ag_hc_36,29.884877606,15.86157334183672,hc,17.16120498614958,iota_ag,496.17268179046954,208.03544661970938,22.274933934592703,14.423433939936404,40.82815402691155,59.74019748
iota_ag_hc_37,29.198496946,16.001614370748314,hc,17.16120498614958,iota_ag,327.36622815076095,103.73147177252221,18.093264717865623,10.184864838205867,40.14177336691154,56.587521960000004
iota_ag_hc_38,29.054143571999997,16.111142113095216,hc,17.16120498614958,iota_ag,496.49638450855304,188.50296730746263,22.282198825711816,13.729638280284831,39.997419992911546,54.12177727199999
iota_ag_hc_39,28.162965875,16.27390433673468,hc,17.16120498614958,iota_ag,444.20872927451836,171.27404818184212,21.076259850232404,13.087171129844759,39.10624229591154,50.457590424
iota_ag_hc_40,27.398511540999998,16.398542623299317,hc,17.16120498614958,iota_ag,674.4146496095377,408.1111942808608,25.969494596729017,20.20176215781338,38.34178796191154,47.651669496000004
iota_ag_hc_41,26.394080091,16.548151785714264,hc,17.16120498614958,iota_ag,429.28118086008914,170.37400154091617,20.719101835265185,13.052739235153522,37.337356511911544,44.283591107999996
iota_ag_hc_42,25.17459151,16.6831726190476,hc,17.16120498614958,iota_ag,473.7154358709644,148.08213508778317,21.765004844266965,12.168900323685094,36.117867930911544,41.243932872
iota_ag_hc_43,23.721596583,16.836485969387752,hc,17.16120498614958,iota_ag,341.24656984662107,152.70694827794657,18.472860359094934,12.357465285322332,34.664873003911545,37.792464083999995
iota_ag_hc_44,22.096866845,16.984822172619058,hc,17.16120498614958,iota_ag,557.0294966661597,235.5255485121584,23.601472341067193,15.34684164615503,33.040143265911546,34.4530434204
iota_ag_hc_45,20.345821154,17.10598405612242,hc,17.16120498614958,iota_ag,813.9571450411478,353.10737216447023,28.52993419272375,18.791151432641648,31.289097574911544,31.722885507599997
iota_ag_hc_46,19.446040411,17.173484587585026,hc,17.16120498614958,iota_ag,832.406710934658,315.5951283523475,28.85145942469216,17.764997279829444,30.389316831911543,30.203275928400004
iota_ag_hc_47,16.56289431,17.328965986394557,hc,17.16120498614958,iota_ag,799.8861811700759,373.10564614490175,28.282259124229732,19.315942797205157,27.506170730911546,26.7029919396
iota_ag_hc_48,12.533583506,17.507526573129258,hc,17.16120498614958,iota_ag,1339.9844004041627,600.4472958498218,36.60579736058433,24.50402611510651,23.476859926911544,22.683136572000002
iota_ag_hc_49,0.0,17.68251041666667,hc,17.16120498614958,iota_ag,9698.44349693791,6002.657733535098,98.48067575386509,77.47682062097732,10.943276420911545,18.7438025376
iota_fdc_lc_00,7.8443049451,13.533901041666658,lc,16.51120498614958,iota_fdc,23.65331680883818,8.249963993504002,4.86346757045199,2.872275055335753,13.521918065981584,97.503722532
iota_fdc_lc_01,7.8920186961,13.657157312925175,lc,16.51120498614958,iota_fdc,29.37681674375,15.49957439396413,5.42003844485904,3.9369498846142466,13.569631816981584,94.728913056
iota_fdc_lc_02,7.895522291900001,13.75220153061224,lc,16.51120498614958,iota_fdc,42.95247061848938,28.08819157666877,6.553813440928066,5.29982939127938,13.573135412781584,92.58922799999999
iota_fdc_lc_03,8.0466310859,13.824836309523807,lc,16.51120498614958,iota_fdc,38.452446050681516,24.21558590788237,6.201003632532521,4.920933438676282,13.724244206781583,90.95403592800001
iota_fdc_lc_04,8.143553192,13.909577168367353,lc,16.51120498614958,iota_fdc,45.874328840304685,22.189787676571193,6.7730590459780196,4.710603748626198,13.821166312881584,89.04630546
iota_fdc_lc_05,8.1080900952,13.997924319727897,lc,16.51120498614958,iota_fdc,56.19812615251939,30.133201045131745,7.49654094583091,5.489371643925354,13.785703216081583,87.057388332
iota_fdc_lc_06,8.1207229516,14.08771088435375,lc,16.51120498614958,iota_fdc,45.82044754487112,20.0072883805095,6.769080258415549,4.472950746488217,13.798336072481582,85.036066416
iota_fdc_lc_07,8.2189165109,14.147053571428586,lc,16.51120498614958,iota_fdc,71.55782015947513,38.230645992474116,8.459185549417576,6.183093561678823,13.896529631781583,83.700112824
iota_fdc_lc_08,8.177901803500001,14.187974596088447,lc,16.51120498614958,iota_fdc,72.60768960687015,24.8690038796106,8.521014587880375,4.986883182871902,13.855514924381584,82.778877252
